date,MAR,isPartial
2011-01-01,68,False
2011-01-02,80,False
2011-01-03,88,False
2011-01-04,88,False
2011-01-05,85,False
2011-01-06,80,False
2011-01-07,83,False
2011-01-08,81,False
2011-01-09,78,False
2011-01-10,81,False
2011-01-11,85,False
2011-01-12,82,False
2011-01-13,85,False
2011-01-14,82,False
2011-01-15,83,False
2011-01-16,82,False
2011-01-17,85,False
2011-01-18,83,False
2011-01-19,85,False
2011-01-20,82,False
2011-01-21,80,False
2011-01-22,79,False
2011-01-23,76,False
2011-01-24,79,False
2011-01-25,81,False
2011-01-26,79,False
2011-01-27,81,False
2011-01-28,79,False
2011-01-29,79,False
2011-01-30,74,False
2011-01-31,83,False
2011-02-01,81,False
2011-02-02,77,False
2011-02-03,76,False
2011-02-04,78,False
2011-02-05,72,False
2011-02-06,72,False
2011-02-07,77,False
2011-02-08,81,False
2011-02-09,76,False
2011-02-10,78,False
2011-02-11,75,False
2011-02-12,74,False
2011-02-13,73,False
2011-02-14,73,False
2011-02-15,75,False
2011-02-16,77,False
2011-02-17,76,False
2011-02-18,80,False
2011-02-19,74,False
2011-02-20,77,False
2011-02-21,82,False
2011-02-22,92,False
2011-02-23,98,False
2011-02-24,95,False
2011-02-25,92,False
2011-02-26,88,False
2011-02-27,80,False
2011-02-28,78,False
2011-03-01,79,False
2011-03-02,84,False
2011-03-03,83,False
2011-03-04,84,False
2011-03-05,77,False
2011-03-06,79,False
2011-03-07,76,False
2011-03-08,75,False
2011-03-09,79,False
2011-03-10,78,False
2011-03-11,87,False
2011-03-12,88,False
2011-03-13,79,False
2011-03-14,79,False
2011-03-15,79,False
2011-03-16,79,False
2011-03-17,81,False
2011-03-18,81,False
2011-03-19,77,False
2011-03-20,79,False
2011-03-21,85,False
2011-03-22,87,False
2011-03-23,85,False
2011-03-24,80,False
2011-03-25,76,False
2011-03-26,79,False
2011-03-27,80,False
2011-03-28,100,False
2011-03-29,87,False
2011-03-30,82,False
2011-03-31,80,False
2011-04-01,78,False
2011-04-02,72,False
2011-04-03,74,False
2011-04-04,74,False
2011-04-05,72,False
2011-04-06,72,False
2011-04-07,72,False
2011-04-08,73,False
2011-04-09,68,False
2011-04-10,71,False
2011-04-11,72,False
2011-04-12,72,False
2011-04-13,74,False
2011-04-14,73,False
2011-04-15,72,False
2011-04-16,68,False
2011-04-17,72,False
2011-04-18,74,False
2011-04-19,73,False
2011-04-20,71,False
2011-04-21,67,False
2011-04-22,70,False
2011-04-23,70,False
2011-04-24,68,False
2011-04-25,73,False
2011-04-26,71,False
2011-04-27,69,False
2011-04-28,69,False
2011-04-29,68,False
2011-04-30,71,False
2011-05-01,68,False
2011-05-02,72,False
2011-05-03,72,False
2011-05-04,72,False
2011-05-05,69,False
2011-05-06,68,False
2011-05-07,67,False
2011-05-08,67,False
2011-05-09,69,False
2011-05-10,72,False
2011-05-11,70,False
2011-05-12,70,False
2011-05-13,71,False
2011-05-14,70,False
2011-05-15,68,False
2011-05-16,72,False
2011-05-17,72,False
2011-05-18,72,False
2011-05-19,73,False
2011-05-20,71,False
2011-05-21,71,False
2011-05-22,74,False
2011-05-23,75,False
2011-05-24,73,False
2011-05-25,69,False
2011-05-26,74,False
2011-05-27,74,False
2011-05-28,68,False
2011-05-29,73,False
2011-05-30,75,False
2011-05-31,76,False
2011-06-01,74,False
2011-06-02,76,False
2011-06-03,74,False
2011-06-04,71,False
2011-06-05,71,False
2011-06-06,73,False
2011-06-07,74,False
2011-06-08,76,False
2011-06-09,74,False
2011-06-10,75,False
2011-06-11,73,False
2011-06-12,75,False
2011-06-13,76,False
2011-06-14,77,False
2011-06-15,76,False
2011-06-16,76,False
2011-06-17,76,False
2011-06-18,76,False
2011-06-19,73,False
2011-06-20,77,False
2011-06-21,78,False
2011-06-22,77,False
2011-06-23,78,False
2011-06-24,77,False
2011-06-25,77,False
2011-06-26,77,False
2011-06-27,79,False
2011-06-28,79,False
2011-06-29,81,False
2011-06-30,80,False
2011-07-01,78,False
2011-07-02,79,False
2011-07-03,86,False
2011-07-04,84,False
2011-07-05,79,False
2011-07-06,80,False
2011-07-07,76,False
2011-07-08,73,False
2011-07-09,76,False
2011-07-10,76,False
2011-07-11,81,False
2011-07-12,81,False
2011-07-13,80,False
2011-07-14,85,False
2011-07-15,83,False
2011-07-16,77,False
2011-07-17,80,False
2011-07-18,85,False
2011-07-19,89,False
2011-07-20,87,False
2011-07-21,81,False
2011-07-22,83,False
2011-07-23,81,False
2011-07-24,81,False
2011-07-25,83,False
2011-07-26,83,False
2011-07-27,84,False
2011-07-28,84,False
2011-07-29,84,False
2011-07-30,84,False
2011-07-31,82,False
2011-08-01,81,False
2011-08-02,86,False
2011-08-03,86,False
2011-08-04,85,False
2011-08-05,84,False
2011-08-06,84,False
2011-08-07,84,False
2011-08-08,83,False
2011-08-09,84,False
2011-08-10,83,False
2011-08-11,87,False
2011-08-12,89,False
2011-08-13,83,False
2011-08-14,83,False
2011-08-15,82,False
2011-08-16,82,False
2011-08-17,82,False
2011-08-18,80,False
2011-08-19,87,False
2011-08-20,80,False
2011-08-21,79,False
2011-08-22,78,False
2011-08-23,78,False
2011-08-24,79,False
2011-08-25,78,False
2011-08-26,79,False
2011-08-27,79,False
2011-08-28,76,False
2011-08-29,80,False
2011-08-30,82,False
2011-08-31,84,False
2011-09-01,79,False
2011-09-02,77,False
2011-09-03,78,False
2011-09-04,80,False
2011-09-05,80,False
2011-09-06,79,False
2011-09-07,75,False
2011-09-08,77,False
2011-09-09,75,False
2011-09-10,72,False
2011-09-11,72,False
2011-09-12,72,False
2011-09-13,71,False
2011-09-14,73,False
2011-09-15,72,False
2011-09-16,70,False
2011-09-17,74,False
2011-09-18,70,False
