date,MAR,isPartial
2012-10-12,65,False
2012-10-13,66,False
2012-10-14,62,False
2012-10-15,66,False
2012-10-16,69,False
2012-10-17,67,False
2012-10-18,66,False
2012-10-19,68,False
2012-10-20,64,False
2012-10-21,65,False
2012-10-22,70,False
2012-10-23,70,False
2012-10-24,69,False
2012-10-25,71,False
2012-10-26,69,False
2012-10-27,67,False
2012-10-28,63,False
2012-10-29,70,False
2012-10-30,72,False
2012-10-31,68,False
2012-11-01,65,False
2012-11-02,66,False
2012-11-03,67,False
2012-11-04,62,False
2012-11-05,69,False
2012-11-06,68,False
2012-11-07,66,False
2012-11-08,67,False
2012-11-09,70,False
2012-11-10,64,False
2012-11-11,61,False
2012-11-12,71,False
2012-11-13,70,False
2012-11-14,70,False
2012-11-15,69,False
2012-11-16,67,False
2012-11-17,67,False
2012-11-18,63,False
2012-11-19,70,False
2012-11-20,68,False
2012-11-21,74,False
2012-11-22,70,False
2012-11-23,69,False
2012-11-24,65,False
2012-11-25,63,False
2012-11-26,63,False
2012-11-27,70,False
2012-11-28,68,False
2012-11-29,71,False
2012-11-30,66,False
2012-12-01,61,False
2012-12-02,61,False
2012-12-03,66,False
2012-12-04,69,False
2012-12-05,67,False
2012-12-06,69,False
2012-12-07,64,False
2012-12-08,59,False
2012-12-09,59,False
2012-12-10,65,False
2012-12-11,65,False
2012-12-12,63,False
2012-12-13,60,False
2012-12-14,63,False
2012-12-15,60,False
2012-12-16,59,False
2012-12-17,66,False
2012-12-18,67,False
2012-12-19,65,False
2012-12-20,62,False
2012-12-21,60,False
2012-12-22,61,False
2012-12-23,59,False
2012-12-24,57,False
2012-12-25,56,False
2012-12-26,75,False
2012-12-27,77,False
2012-12-28,77,False
2012-12-29,72,False
2012-12-30,70,False
2012-12-31,69,False
2013-01-01,65,False
2013-01-02,78,False
2013-01-03,78,False
2013-01-04,76,False
2013-01-05,74,False
2013-01-06,71,False
2013-01-07,75,False
2013-01-08,81,False
2013-01-09,80,False
2013-01-10,80,False
2013-01-11,76,False
2013-01-12,76,False
2013-01-13,74,False
2013-01-14,82,False
2013-01-15,80,False
2013-01-16,76,False
2013-01-17,79,False
2013-01-18,81,False
2013-01-19,79,False
2013-01-20,76,False
2013-01-21,76,False
2013-01-22,76,False
2013-01-23,76,False
2013-01-24,78,False
2013-01-25,79,False
