date,MAR,isPartial
2013-06-29,74,False
2013-06-30,77,False
2013-07-01,79,False
2013-07-02,77,False
2013-07-03,79,False
2013-07-04,81,False
2013-07-05,81,False
2013-07-06,75,False
2013-07-07,77,False
2013-07-08,80,False
2013-07-09,78,False
2013-07-10,81,False
2013-07-11,76,False
2013-07-12,79,False
2013-07-13,80,False
2013-07-14,79,False
2013-07-15,79,False
2013-07-16,78,False
2013-07-17,86,False
2013-07-18,82,False
2013-07-19,80,False
2013-07-20,78,False
2013-07-21,79,False
2013-07-22,81,False
2013-07-23,79,False
2013-07-24,78,False
2013-07-25,75,False
2013-07-26,79,False
2013-07-27,78,False
2013-07-28,79,False
2013-07-29,81,False
2013-07-30,79,False
2013-07-31,82,False
2013-08-01,80,False
2013-08-02,82,False
2013-08-03,79,False
2013-08-04,82,False
2013-08-05,85,False
2013-08-06,80,False
2013-08-07,86,False
2013-08-08,83,False
2013-08-09,83,False
2013-08-10,84,False
2013-08-11,80,False
2013-08-12,87,False
2013-08-13,84,False
2013-08-14,81,False
2013-08-15,82,False
2013-08-16,87,False
2013-08-17,88,False
2013-08-18,81,False
2013-08-19,80,False
2013-08-20,81,False
2013-08-21,82,False
2013-08-22,80,False
2013-08-23,81,False
2013-08-24,83,False
2013-08-25,84,False
2013-08-26,77,False
2013-08-27,75,False
2013-08-28,76,False
2013-08-29,78,False
2013-08-30,75,False
2013-08-31,77,False
2013-09-01,79,False
2013-09-02,76,False
2013-09-03,74,False
2013-09-04,73,False
2013-09-05,74,False
2013-09-06,73,False
2013-09-07,69,False
2013-09-08,71,False
2013-09-09,72,False
2013-09-10,71,False
2013-09-11,72,False
2013-09-12,69,False
2013-09-13,70,False
2013-09-14,66,False
2013-09-15,67,False
2013-09-16,68,False
2013-09-17,68,False
2013-09-18,66,False
2013-09-19,64,False
2013-09-20,67,False
2013-09-21,66,False
2013-09-22,68,False
2013-09-23,70,False
2013-09-24,69,False
2013-09-25,71,False
2013-09-26,68,False
2013-09-27,67,False
2013-09-28,69,False
2013-09-29,69,False
2013-09-30,73,False
2013-10-01,68,False
2013-10-02,67,False
2013-10-03,69,False
2013-10-04,69,False
2013-10-05,66,False
2013-10-06,60,False
2013-10-07,66,False
2013-10-08,68,False
2013-10-09,70,False
2013-10-10,69,False
2013-10-11,66,False
2013-10-12,67,False
2013-10-13,66,False
2013-10-14,65,False
2013-10-15,69,False
2013-10-16,68,False
2013-10-17,67,False
2013-10-18,67,False
2013-10-19,66,False
2013-10-20,68,False
2013-10-21,71,False
2013-10-22,71,False
2013-10-23,71,False
2013-10-24,68,False
2013-10-25,69,False
2013-10-26,66,False
2013-10-27,66,False
2013-10-28,72,False
2013-10-29,70,False
2013-10-30,68,False
2013-10-31,67,False
2013-11-01,70,False
2013-11-02,70,False
2013-11-03,72,False
2013-11-04,71,False
2013-11-05,71,False
2013-11-06,73,False
2013-11-07,70,False
2013-11-08,69,False
2013-11-09,67,False
2013-11-10,68,False
2013-11-11,71,False
2013-11-12,73,False
2013-11-13,71,False
2013-11-14,74,False
2013-11-15,69,False
2013-11-16,66,False
2013-11-17,68,False
2013-11-18,72,False
2013-11-19,72,False
2013-11-20,72,False
2013-11-21,72,False
2013-11-22,68,False
2013-11-23,69,False
2013-11-24,66,False
2013-11-25,68,False
2013-11-26,69,False
2013-11-27,69,False
2013-11-28,68,False
2013-11-29,67,False
2013-11-30,64,False
2013-12-01,62,False
2013-12-02,73,False
2013-12-03,68,False
2013-12-04,66,False
2013-12-05,66,False
2013-12-06,61,False
2013-12-07,65,False
2013-12-08,60,False
2013-12-09,76,False
2013-12-10,68,False
2013-12-11,63,False
2013-12-12,66,False
2013-12-13,64,False
2013-12-14,62,False
2013-12-15,61,False
2013-12-16,66,False
2013-12-17,65,False
2013-12-18,64,False
2013-12-19,64,False
2013-12-20,64,False
2013-12-21,60,False
2013-12-22,61,False
2013-12-23,66,False
2013-12-24,55,False
2013-12-25,60,False
2013-12-26,77,False
2013-12-27,77,False
2013-12-28,72,False
2013-12-29,73,False
2013-12-30,74,False
2013-12-31,69,False
2014-01-01,65,False
2014-01-02,84,False
2014-01-03,86,False
2014-01-04,81,False
2014-01-05,80,False
2014-01-06,83,False
2014-01-07,84,False
2014-01-08,80,False
2014-01-09,82,False
2014-01-10,82,False
2014-01-11,79,False
2014-01-12,80,False
2014-01-13,87,False
2014-01-14,84,False
2014-01-15,82,False
2014-01-16,81,False
2014-01-17,81,False
2014-01-18,82,False
2014-01-19,83,False
2014-01-20,84,False
2014-01-21,88,False
2014-01-22,85,False
2014-01-23,84,False
2014-01-24,80,False
2014-01-25,76,False
2014-01-26,80,False
2014-01-27,85,False
2014-01-28,84,False
2014-01-29,79,False
2014-01-30,79,False
2014-01-31,83,False
2014-02-01,78,False
2014-02-02,79,False
2014-02-03,78,False
2014-02-04,78,False
2014-02-05,75,False
2014-02-06,82,False
2014-02-07,76,False
2014-02-08,73,False
2014-02-09,74,False
2014-02-10,79,False
2014-02-11,80,False
2014-02-12,76,False
2014-02-13,75,False
2014-02-14,73,False
2014-02-15,71,False
2014-02-16,73,False
2014-02-17,78,False
2014-02-18,75,False
2014-02-19,76,False
2014-02-20,73,False
2014-02-21,77,False
2014-02-22,73,False
2014-02-23,81,False
2014-02-24,100,False
2014-02-25,95,False
2014-02-26,96,False
2014-02-27,94,False
2014-02-28,91,False
2014-03-01,86,False
2014-03-02,78,False
2014-03-03,78,False
2014-03-04,81,False
2014-03-05,84,False
2014-03-06,81,False
2014-03-07,82,False
2014-03-08,79,False
2014-03-09,82,False
2014-03-10,83,False
2014-03-11,79,False
2014-03-12,82,False
2014-03-13,79,False
2014-03-14,79,False
2014-03-15,82,False
2014-03-16,76,False
