date,MAR,isPartial
2012-06-04,87,False
2012-06-05,83,False
2012-06-06,84,False
2012-06-07,84,False
2012-06-08,84,False
2012-06-09,84,False
2012-06-10,81,False
2012-06-11,84,False
2012-06-12,87,False
2012-06-13,84,False
2012-06-14,86,False
2012-06-15,88,False
2012-06-16,82,False
2012-06-17,86,False
2012-06-18,86,False
2012-06-19,86,False
2012-06-20,86,False
2012-06-21,88,False
2012-06-22,86,False
2012-06-23,83,False
2012-06-24,85,False
2012-06-25,93,False
2012-06-26,90,False
2012-06-27,91,False
2012-06-28,88,False
2012-06-29,88,False
2012-06-30,89,False
2012-07-01,84,False
2012-07-02,89,False
2012-07-03,93,False
2012-07-04,96,False
2012-07-05,91,False
2012-07-06,90,False
2012-07-07,90,False
2012-07-08,94,False
2012-07-09,88,False
2012-07-10,94,False
2012-07-11,94,False
2012-07-12,94,False
2012-07-13,93,False
2012-07-14,92,False
2012-07-15,91,False
2012-07-16,93,False
2012-07-17,95,False
2012-07-18,97,False
2012-07-19,100,False
2012-07-20,89,False
2012-07-21,93,False
2012-07-22,93,False
2012-07-23,95,False
2012-07-24,93,False
2012-07-25,93,False
2012-07-26,96,False
2012-07-27,91,False
2012-07-28,87,False
2012-07-29,89,False
2012-07-30,93,False
2012-07-31,92,False
2012-08-01,93,False
2012-08-02,95,False
2012-08-03,92,False
2012-08-04,90,False
2012-08-05,91,False
2012-08-06,94,False
2012-08-07,90,False
2012-08-08,89,False
2012-08-09,93,False
2012-08-10,89,False
2012-08-11,90,False
2012-08-12,85,False
2012-08-13,93,False
2012-08-14,93,False
2012-08-15,91,False
2012-08-16,93,False
2012-08-17,95,False
2012-08-18,94,False
2012-08-19,93,False
2012-08-20,92,False
2012-08-21,94,False
2012-08-22,90,False
2012-08-23,92,False
2012-08-24,94,False
2012-08-25,89,False
2012-08-26,86,False
2012-08-27,87,False
2012-08-28,87,False
2012-08-29,85,False
2012-08-30,84,False
2012-08-31,84,False
2012-09-01,83,False
2012-09-02,84,False
2012-09-03,88,False
2012-09-04,86,False
2012-09-05,86,False
2012-09-06,82,False
2012-09-07,81,False
2012-09-08,77,False
2012-09-09,76,False
2012-09-10,81,False
2012-09-11,79,False
2012-09-12,78,False
2012-09-13,77,False
2012-09-14,76,False
2012-09-15,75,False
2012-09-16,72,False
2012-09-17,77,False
2012-09-18,80,False
2012-09-19,78,False
2012-09-20,77,False
2012-09-21,77,False
2012-09-22,77,False
2012-09-23,75,False
2012-09-24,78,False
2012-09-25,81,False
2012-09-26,82,False
2012-09-27,78,False
2012-09-28,79,False
2012-09-29,77,False
2012-09-30,77,False
2012-10-01,77,False
2012-10-02,80,False
2012-10-03,78,False
2012-10-04,76,False
2012-10-05,75,False
2012-10-06,84,False
2012-10-07,70,False
2012-10-08,74,False
2012-10-09,77,False
2012-10-10,76,False
2012-10-11,77,False
2012-10-12,73,False
2012-10-13,74,False
2012-10-14,70,False
2012-10-15,73,False
2012-10-16,78,False
