date,MAR,isPartial
2017-10-06,69,False
2017-10-07,68,False
2017-10-08,72,False
2017-10-09,67,False
2017-10-10,69,False
2017-10-11,70,False
2017-10-12,71,False
2017-10-13,72,False
2017-10-14,71,False
2017-10-15,69,False
2017-10-16,69,False
2017-10-17,70,False
2017-10-18,68,False
2017-10-19,69,False
2017-10-20,69,False
2017-10-21,69,False
2017-10-22,67,False
2017-10-23,68,False
2017-10-24,69,False
2017-10-25,68,False
2017-10-26,70,False
2017-10-27,67,False
2017-10-28,68,False
2017-10-29,66,False
2017-10-30,68,False
2017-10-31,66,False
2017-11-01,64,False
2017-11-02,70,False
2017-11-03,72,False
2017-11-04,73,False
2017-11-05,72,False
2017-11-06,68,False
2017-11-07,72,False
2017-11-08,71,False
2017-11-09,70,False
2017-11-10,68,False
2017-11-11,66,False
2017-11-12,67,False
2017-11-13,69,False
2017-11-14,73,False
2017-11-15,73,False
2017-11-16,72,False
2017-11-17,71,False
2017-11-18,70,False
2017-11-19,70,False
2017-11-20,69,False
2017-11-21,70,False
2017-11-22,71,False
2017-11-23,74,False
2017-11-24,69,False
2017-11-25,70,False
2017-11-26,72,False
2017-11-27,71,False
2017-11-28,70,False
2017-11-29,70,False
2017-11-30,64,False
2017-12-01,70,False
2017-12-02,69,False
2017-12-03,70,False
2017-12-04,67,False
2017-12-05,70,False
2017-12-06,72,False
2017-12-07,68,False
2017-12-08,70,False
2017-12-09,72,False
2017-12-10,69,False
2017-12-11,66,False
2017-12-12,65,False
2017-12-13,66,False
2017-12-14,64,False
2017-12-15,64,False
2017-12-16,67,False
2017-12-17,68,False
2017-12-18,71,False
2017-12-19,66,False
2017-12-20,64,False
2017-12-21,63,False
2017-12-22,67,False
2017-12-23,65,False
2017-12-24,61,False
2017-12-25,66,False
2017-12-26,83,False
2017-12-27,81,False
2017-12-28,83,False
2017-12-29,84,False
2017-12-30,82,False
2017-12-31,73,False
2018-01-01,77,False
2018-01-02,92,False
2018-01-03,88,False
2018-01-04,92,False
2018-01-05,88,False
2018-01-06,84,False
2018-01-07,83,False
2018-01-08,85,False
2018-01-09,87,False
2018-01-10,92,False
2018-01-11,90,False
2018-01-12,92,False
2018-01-13,92,False
2018-01-14,94,False
2018-01-15,90,False
2018-01-16,89,False
2018-01-17,89,False
2018-01-18,85,False
2018-01-19,86,False
2018-01-20,88,False
2018-01-21,91,False
2018-01-22,94,False
2018-01-23,87,False
2018-01-24,84,False
2018-01-25,84,False
2018-01-26,83,False
2018-01-27,86,False
2018-01-28,82,False
2018-01-29,82,False
2018-01-30,82,False
2018-01-31,83,False
2018-02-01,79,False
2018-02-02,84,False
2018-02-03,81,False
2018-02-04,81,False
2018-02-05,83,False
2018-02-06,81,False
2018-02-07,82,False
2018-02-08,83,False
2018-02-09,84,False
2018-02-10,86,False
2018-02-11,85,False
2018-02-12,82,False
2018-02-13,77,False
2018-02-14,77,False
2018-02-15,79,False
2018-02-16,79,False
2018-02-17,83,False
2018-02-18,82,False
2018-02-19,87,False
2018-02-20,83,False
2018-02-21,99,False
2018-02-22,94,False
2018-02-23,95,False
2018-02-24,93,False
2018-02-25,100,False
2018-02-26,88,False
2018-02-27,83,False
2018-02-28,76,False
2018-03-01,78,False
2018-03-02,84,False
2018-03-03,83,False
2018-03-04,85,False
2018-03-05,84,False
2018-03-06,80,False
2018-03-07,83,False
2018-03-08,80,False
2018-03-09,81,False
2018-03-10,84,False
2018-03-11,86,False
2018-03-12,78,False
2018-03-13,80,False
2018-03-14,81,False
2018-03-15,79,False
2018-03-16,79,False
2018-03-17,84,False
2018-03-18,82,False
2018-03-19,83,False
2018-03-20,82,False
2018-03-21,81,False
2018-03-22,86,False
2018-03-23,85,False
2018-03-24,84,False
2018-03-25,83,False
2018-03-26,83,False
2018-03-27,81,False
2018-03-28,83,False
2018-03-29,87,False
2018-03-30,91,False
2018-03-31,88,False
2018-04-01,83,False
2018-04-02,74,False
2018-04-03,77,False
2018-04-04,71,False
2018-04-05,78,False
2018-04-06,75,False
2018-04-07,74,False
2018-04-08,76,False
2018-04-09,74,False
2018-04-10,76,False
2018-04-11,77,False
2018-04-12,71,False
2018-04-13,75,False
2018-04-14,72,False
2018-04-15,72,False
2018-04-16,73,False
2018-04-17,70,False
2018-04-18,76,False
2018-04-19,73,False
2018-04-20,72,False
2018-04-21,73,False
2018-04-22,76,False
2018-04-23,74,False
2018-04-24,75,False
2018-04-25,74,False
2018-04-26,74,False
2018-04-27,76,False
2018-04-28,79,False
2018-04-29,81,False
2018-04-30,74,False
2018-05-01,77,False
2018-05-02,71,False
2018-05-03,75,False
2018-05-04,74,False
2018-05-05,74,False
2018-05-06,76,False
2018-05-07,75,False
2018-05-08,73,False
2018-05-09,74,False
2018-05-10,76,False
2018-05-11,71,False
2018-05-12,73,False
2018-05-13,73,False
2018-05-14,72,False
2018-05-15,70,False
2018-05-16,76,False
2018-05-17,74,False
2018-05-18,75,False
2018-05-19,75,False
2018-05-20,79,False
2018-05-21,77,False
2018-05-22,75,False
2018-05-23,86,False
2018-05-24,77,False
2018-05-25,76,False
2018-05-26,76,False
2018-05-27,79,False
2018-05-28,75,False
2018-05-29,79,False
2018-05-30,81,False
2018-05-31,78,False
2018-06-01,75,False
