date,SWKS
2016-05-04,28
2016-05-05,19
2016-05-06,45
2016-05-07,7
2016-05-08,12
2016-05-09,14
2016-05-10,14
2016-05-11,14
2016-05-12,30
2016-05-13,27
2016-05-14,23
2016-05-15,9
2016-05-16,24
2016-05-17,26
2016-05-18,30
2016-05-19,20
2016-05-20,10
2016-05-21,12
2016-05-22,9
2016-05-23,32
2016-05-24,18
2016-05-25,8
2016-05-26,27
2016-05-27,26
2016-05-28,5
2016-05-29,10
2016-05-30,8
2016-05-31,18
2016-06-01,32
2016-06-02,22
2016-06-03,34
2016-06-04,17
2016-06-05,21
2016-06-06,26
2016-06-07,38
2016-06-08,35
2016-06-09,35
2016-06-10,34
2016-06-11,9
2016-06-12,5
2016-06-13,20
2016-06-14,34
2016-06-15,32
2016-06-16,30
2016-06-17,42
2016-06-18,14
2016-06-19,7
2016-06-20,34
2016-06-21,26
2016-06-22,36
2016-06-23,19
2016-06-24,34
2016-06-25,12
2016-06-26,9
2016-06-27,62
2016-06-28,30
2016-06-29,55
2016-06-30,47
2016-07-01,17
2016-07-02,22
2016-07-03,20
2016-07-04,13
2016-07-05,34
2016-07-06,34
2016-07-07,28
2016-07-08,28
2016-07-09,15
2016-07-10,10
2016-07-11,39
2016-07-12,38
2016-07-13,39
2016-07-14,40
2016-07-15,45
2016-07-16,10
2016-07-17,22
2016-07-18,37
2016-07-19,37
2016-07-20,44
2016-07-21,97
2016-07-22,100
2016-07-23,24
2016-07-24,19
2016-07-25,51
2016-07-26,72
2016-07-27,71
2016-07-28,27
2016-07-29,56
2016-07-30,37
2016-07-31,15
2016-08-01,41
2016-08-02,27
2016-08-03,27
2016-08-04,25
2016-08-05,37
2016-08-06,17
2016-08-07,17
2016-08-08,35
2016-08-09,33
2016-08-10,25
2016-08-11,38
2016-08-12,39
2016-08-13,17
2016-08-14,5
2016-08-15,30
2016-08-16,33
2016-08-17,35
2016-08-18,52
2016-08-19,56
2016-08-20,31
2016-08-21,9
2016-08-22,37
2016-08-23,33
2016-08-24,29
2016-08-25,29
2016-08-26,38
2016-08-27,14
2016-08-28,19
2016-08-29,44
2016-08-30,54
2016-08-31,42
2016-09-01,32
2016-09-02,33
2016-09-03,17
2016-09-04,19
2016-09-05,18
2016-09-06,30
2016-09-07,38
2016-09-08,40
2016-09-09,65
2016-09-10,30
2016-09-11,16
2016-09-12,14
2016-09-13,47
2016-09-14,54
2016-09-15,62
2016-09-16,54
2016-09-17,11
2016-09-18,14
2016-09-19,39
2016-09-20,46
2016-09-21,33
2016-09-22,32
2016-09-23,39
2016-09-24,12
2016-09-25,21
2016-09-26,49
2016-09-27,35
2016-09-28,45
2016-09-29,33
2016-09-30,29
2016-10-01,18
2016-10-02,13
2016-10-03,25
2016-10-04,46
2016-10-05,37
2016-10-06,27
2016-10-07,18
2016-10-08,11
2016-10-09,16
2016-10-10,45
2016-10-11,47
2016-10-12,30
2016-10-13,47
2016-10-14,32
2016-10-15,38
2016-10-16,20
2016-10-17,29
2016-10-18,30
2016-10-19,23
2016-10-20,37
2016-10-21,35
2016-10-22,16
2016-10-23,18
2016-10-24,32
2016-10-25,30
2016-10-26,36
2016-10-27,27
2016-10-28,44
2016-10-29,5
2016-10-30,20
2016-10-31,51
2016-11-01,29
2016-11-02,36
2016-11-03,38
2016-11-04,45
2016-11-05,11
2016-11-06,4
2016-11-07,26
2016-11-08,26
2016-11-09,31
2016-11-10,32
2016-11-11,42
2016-11-12,7
2016-11-13,13
2016-11-14,33
2016-11-15,21
2016-11-16,24
2016-11-17,29
2016-11-18,16
2016-11-19,31
2016-11-20,24
2016-11-21,33
2016-11-22,20
2016-11-23,23
2016-11-24,10
2016-11-25,18
2016-11-26,6
2016-11-27,15
2016-11-28,15
2016-11-29,13
2016-11-30,34
2016-12-01,23
2016-12-02,19
2016-12-03,15
2016-12-04,4
2016-12-05,17
2016-12-06,26
2016-12-07,21
2016-12-08,31
2016-12-09,38
2016-12-10,20
2016-12-11,27
2016-12-12,22
2016-12-13,17
2016-12-14,26
2016-12-15,27
2016-12-16,26
2016-12-17,11
2016-12-18,11
2016-12-19,19
2016-12-20,17
2016-12-21,30
2016-12-22,24
2016-12-23,19
2016-12-24,17
2016-12-25,7
2016-12-26,17
2016-12-27,12
2016-12-28,20
2016-12-29,26
2016-12-30,21
2016-12-31,12
2017-01-01,5
2017-01-02,8
2017-01-03,26
2017-01-04,28
2017-01-05,27
2017-01-06,21
2017-01-07,30
2017-01-08,15
2017-01-09,9
2017-01-10,40
2017-01-11,31
2017-01-12,16
2017-01-13,34
2017-01-14,15
2017-01-15,25
2017-01-16,13
2017-01-17,16
2017-01-18,33
2017-01-19,62
