date,SWKS
2014-07-24,12
2014-07-25,25
2014-07-26,6
2014-07-27,29
2014-07-28,19
2014-07-29,26
2014-07-30,19
2014-07-31,38
2014-08-01,27
2014-08-02,23
2014-08-03,11
2014-08-04,31
2014-08-05,26
2014-08-06,26
2014-08-07,30
2014-08-08,47
2014-08-09,14
2014-08-10,11
2014-08-11,19
2014-08-12,16
2014-08-13,26
2014-08-14,12
2014-08-15,30
2014-08-16,25
2014-08-17,34
2014-08-18,33
2014-08-19,16
2014-08-20,23
2014-08-21,23
2014-08-22,19
2014-08-23,27
2014-08-24,5
2014-08-25,25
2014-08-26,20
2014-08-27,32
2014-08-28,28
2014-08-29,19
2014-08-30,14
2014-08-31,11
2014-09-01,16
2014-09-02,26
2014-09-03,33
2014-09-04,20
2014-09-05,16
2014-09-06,16
2014-09-07,11
2014-09-08,26
2014-09-09,30
2014-09-10,17
2014-09-11,22
2014-09-12,16
2014-09-13,8
2014-09-14,10
2014-09-15,22
2014-09-16,24
2014-09-17,16
2014-09-18,35
2014-09-19,25
2014-09-20,5
2014-09-21,13
2014-09-22,35
2014-09-23,15
2014-09-24,17
2014-09-25,24
2014-09-26,18
2014-09-27,13
2014-09-28,10
2014-09-29,15
2014-09-30,22
2014-10-01,38
2014-10-02,45
2014-10-03,40
2014-10-04,11
2014-10-05,8
2014-10-06,41
2014-10-07,32
2014-10-08,17
2014-10-09,11
2014-10-10,39
2014-10-11,10
2014-10-12,10
2014-10-13,30
2014-10-14,51
2014-10-15,47
2014-10-16,37
2014-10-17,27
2014-10-18,13
2014-10-19,10
2014-10-20,28
2014-10-21,36
2014-10-22,26
2014-10-23,24
2014-10-24,25
2014-10-25,10
2014-10-26,8
2014-10-27,25
2014-10-28,13
2014-10-29,32
2014-10-30,28
2014-10-31,32
2014-11-01,10
2014-11-02,12
2014-11-03,41
2014-11-04,32
2014-11-05,25
2014-11-06,66
2014-11-07,72
2014-11-08,23
2014-11-09,17
2014-11-10,34
2014-11-11,30
2014-11-12,42
2014-11-13,21
2014-11-14,20
2014-11-15,10
2014-11-16,12
2014-11-17,27
2014-11-18,18
2014-11-19,31
2014-11-20,36
2014-11-21,44
2014-11-22,15
2014-11-23,10
2014-11-24,21
2014-11-25,27
2014-11-26,25
2014-11-27,16
2014-11-28,27
2014-11-29,12
2014-11-30,0
2014-12-01,20
2014-12-02,33
2014-12-03,29
2014-12-04,34
2014-12-05,57
2014-12-06,7
2014-12-07,10
2014-12-08,21
2014-12-09,33
2014-12-10,21
2014-12-11,36
2014-12-12,20
2014-12-13,10
2014-12-14,25
2014-12-15,21
2014-12-16,17
2014-12-17,30
2014-12-18,24
2014-12-19,44
2014-12-20,18
2014-12-21,13
2014-12-22,25
2014-12-23,35
2014-12-24,18
2014-12-25,17
2014-12-26,28
2014-12-27,15
2014-12-28,15
2014-12-29,36
2014-12-30,28
2014-12-31,28
2015-01-01,16
2015-01-02,21
2015-01-03,15
2015-01-04,7
2015-01-05,13
2015-01-06,27
2015-01-07,37
2015-01-08,60
2015-01-09,38
2015-01-10,19
2015-01-11,14
2015-01-12,20
2015-01-13,32
2015-01-14,32
2015-01-15,24
2015-01-16,33
2015-01-17,26
2015-01-18,9
2015-01-19,10
2015-01-20,34
2015-01-21,42
2015-01-22,93
2015-01-23,100
2015-01-24,36
2015-01-25,17
2015-01-26,46
2015-01-27,42
2015-01-28,64
2015-01-29,50
2015-01-30,31
2015-01-31,23
2015-02-01,14
2015-02-02,24
2015-02-03,36
2015-02-04,32
2015-02-05,20
2015-02-06,31
2015-02-07,26
2015-02-08,19
2015-02-09,20
2015-02-10,32
2015-02-11,28
2015-02-12,22
2015-02-13,30
2015-02-14,7
2015-02-15,14
2015-02-16,15
2015-02-17,24
2015-02-18,22
2015-02-19,28
2015-02-20,25
2015-02-21,14
2015-02-22,7
2015-02-23,29
2015-02-24,31
2015-02-25,36
2015-02-26,26
2015-02-27,31
2015-02-28,16
2015-03-01,7
2015-03-02,39
2015-03-03,39
2015-03-04,41
2015-03-05,30
2015-03-06,60
2015-03-07,16
2015-03-08,14
2015-03-09,36
2015-03-10,53
2015-03-11,61
2015-03-12,44
2015-03-13,43
2015-03-14,9
2015-03-15,16
2015-03-16,37
2015-03-17,38
2015-03-18,48
2015-03-19,54
2015-03-20,61
2015-03-21,19
2015-03-22,16
2015-03-23,49
2015-03-24,53
2015-03-25,61
2015-03-26,75
2015-03-27,71
2015-03-28,25
2015-03-29,22
2015-03-30,49
2015-03-31,52
2015-04-01,36
2015-04-02,48
2015-04-03,27
2015-04-04,14
2015-04-05,10
2015-04-06,46
2015-04-07,39
2015-04-08,32
2015-04-09,26
2015-04-10,30
