date,SWKS
2016-07-30,15
2016-07-31,8
2016-08-01,26
2016-08-02,15
2016-08-03,21
2016-08-04,24
2016-08-05,22
2016-08-06,8
2016-08-07,10
2016-08-08,23
2016-08-09,22
2016-08-10,23
2016-08-11,21
2016-08-12,27
2016-08-13,15
2016-08-14,11
2016-08-15,23
2016-08-16,20
2016-08-17,30
2016-08-18,29
2016-08-19,38
2016-08-20,22
2016-08-21,14
2016-08-22,16
2016-08-23,25
2016-08-24,23
2016-08-25,28
2016-08-26,29
2016-08-27,18
2016-08-28,9
2016-08-29,38
2016-08-30,29
2016-08-31,28
2016-09-01,23
2016-09-02,18
2016-09-03,12
2016-09-04,13
2016-09-05,12
2016-09-06,24
2016-09-07,21
2016-09-08,23
2016-09-09,28
2016-09-10,18
2016-09-11,12
2016-09-12,14
2016-09-13,29
2016-09-14,33
2016-09-15,41
2016-09-16,35
2016-09-17,25
2016-09-18,14
2016-09-19,30
2016-09-20,26
2016-09-21,35
2016-09-22,20
2016-09-23,17
2016-09-24,10
2016-09-25,12
2016-09-26,21
2016-09-27,31
2016-09-28,18
2016-09-29,15
2016-09-30,24
2016-10-01,19
2016-10-02,10
2016-10-03,22
2016-10-04,24
2016-10-05,20
2016-10-06,18
2016-10-07,27
2016-10-08,8
2016-10-09,10
2016-10-10,28
2016-10-11,26
2016-10-12,32
2016-10-13,20
2016-10-14,15
2016-10-15,13
2016-10-16,12
2016-10-17,16
2016-10-18,16
2016-10-19,18
2016-10-20,22
2016-10-21,21
2016-10-22,19
2016-10-23,15
2016-10-24,16
2016-10-25,28
2016-10-26,26
2016-10-27,21
2016-10-28,25
2016-10-29,6
2016-10-30,16
2016-10-31,21
2016-11-01,23
2016-11-02,29
2016-11-03,37
2016-11-04,18
2016-11-05,22
2016-11-06,16
2016-11-07,20
2016-11-08,19
2016-11-09,20
2016-11-10,12
2016-11-11,28
2016-11-12,24
2016-11-13,13
2016-11-14,25
2016-11-15,26
2016-11-16,21
2016-11-17,25
2016-11-18,22
2016-11-19,21
2016-11-20,13
2016-11-21,20
2016-11-22,24
2016-11-23,15
2016-11-24,12
2016-11-25,14
2016-11-26,10
2016-11-27,13
2016-11-28,13
2016-11-29,21
2016-11-30,28
2016-12-01,26
2016-12-02,16
2016-12-03,12
2016-12-04,10
2016-12-05,19
2016-12-06,28
2016-12-07,18
2016-12-08,20
2016-12-09,27
2016-12-10,11
2016-12-11,18
2016-12-12,20
2016-12-13,16
2016-12-14,19
2016-12-15,27
2016-12-16,19
2016-12-17,13
2016-12-18,14
2016-12-19,17
2016-12-20,15
2016-12-21,18
2016-12-22,23
2016-12-23,14
2016-12-24,12
2016-12-25,11
2016-12-26,16
2016-12-27,18
2016-12-28,17
2016-12-29,23
2016-12-30,19
2016-12-31,16
2017-01-01,8
2017-01-02,9
2017-01-03,16
2017-01-04,18
2017-01-05,18
2017-01-06,14
2017-01-07,12
2017-01-08,9
2017-01-09,20
2017-01-10,28
2017-01-11,19
2017-01-12,28
2017-01-13,27
2017-01-14,16
2017-01-15,15
2017-01-16,17
2017-01-17,15
2017-01-18,25
2017-01-19,80
2017-01-20,100
2017-01-21,50
2017-01-22,24
2017-01-23,56
2017-01-24,46
2017-01-25,38
2017-01-26,34
2017-01-27,28
2017-01-28,19
2017-01-29,18
2017-01-30,26
2017-01-31,40
2017-02-01,39
2017-02-02,28
2017-02-03,25
2017-02-04,15
2017-02-05,12
2017-02-06,24
2017-02-07,21
2017-02-08,16
2017-02-09,20
2017-02-10,17
2017-02-11,15
2017-02-12,13
2017-02-13,18
2017-02-14,20
2017-02-15,19
2017-02-16,17
2017-02-17,30
2017-02-18,12
2017-02-19,12
2017-02-20,21
2017-02-21,26
2017-02-22,21
2017-02-23,22
2017-02-24,16
2017-02-25,18
2017-02-26,12
2017-02-27,32
2017-02-28,25
2017-03-01,23
2017-03-02,16
2017-03-03,20
2017-03-04,7
2017-03-05,15
2017-03-06,17
2017-03-07,19
2017-03-08,15
2017-03-09,21
2017-03-10,27
2017-03-11,14
2017-03-12,14
2017-03-13,17
2017-03-14,25
2017-03-15,28
2017-03-16,18
2017-03-17,17
2017-03-18,9
2017-03-19,9
2017-03-20,19
2017-03-21,23
2017-03-22,28
2017-03-23,17
2017-03-24,20
2017-03-25,23
2017-03-26,8
2017-03-27,15
2017-03-28,23
2017-03-29,19
2017-03-30,20
2017-03-31,13
2017-04-01,16
2017-04-02,18
2017-04-03,22
2017-04-04,29
2017-04-05,33
2017-04-06,30
2017-04-07,33
2017-04-08,12
2017-04-09,20
2017-04-10,22
2017-04-11,34
2017-04-12,30
2017-04-13,35
2017-04-14,11
