date,SWKS
2010-08-24,33
2010-08-25,33
2010-08-26,0
2010-08-27,44
2010-08-28,21
2010-08-29,21
2010-08-30,16
2010-08-31,0
2010-09-01,41
2010-09-02,25
2010-09-03,35
2010-09-04,21
2010-09-05,63
2010-09-06,0
2010-09-07,16
2010-09-08,24
2010-09-09,33
2010-09-10,17
2010-09-11,0
2010-09-12,0
2010-09-13,23
2010-09-14,32
2010-09-15,0
2010-09-16,48
2010-09-17,34
2010-09-18,21
2010-09-19,20
2010-09-20,24
2010-09-21,0
2010-09-22,40
2010-09-23,16
2010-09-24,17
2010-09-25,0
2010-09-26,0
2010-09-27,15
2010-09-28,30
2010-09-29,31
2010-09-30,31
2010-10-01,25
2010-10-02,20
2010-10-03,19
2010-10-04,31
2010-10-05,15
2010-10-06,16
2010-10-07,17
2010-10-08,25
2010-10-09,20
2010-10-10,0
2010-10-11,16
2010-10-12,16
2010-10-13,31
2010-10-14,15
2010-10-15,24
2010-10-16,0
2010-10-17,19
2010-10-18,15
2010-10-19,15
2010-10-20,31
2010-10-21,15
2010-10-22,16
2010-10-23,20
2010-10-24,0
2010-10-25,45
2010-10-26,15
2010-10-27,23
2010-10-28,31
2010-10-29,33
2010-10-30,0
2010-10-31,19
2010-11-01,24
2010-11-02,30
2010-11-03,15
2010-11-04,37
2010-11-05,24
2010-11-06,19
2010-11-07,18
2010-11-08,22
2010-11-09,15
2010-11-10,30
2010-11-11,31
2010-11-12,0
2010-11-13,19
2010-11-14,18
2010-11-15,15
2010-11-16,0
2010-11-17,15
2010-11-18,38
2010-11-19,16
2010-11-20,19
2010-11-21,0
2010-11-22,29
2010-11-23,15
2010-11-24,22
2010-11-25,16
2010-11-26,16
2010-11-27,0
2010-11-28,0
2010-11-29,43
2010-11-30,0
2010-12-01,29
2010-12-02,15
2010-12-03,23
2010-12-04,37
2010-12-05,0
2010-12-06,0
2010-12-07,15
2010-12-08,0
2010-12-09,0
2010-12-10,0
2010-12-11,19
2010-12-12,0
2010-12-13,0
2010-12-14,37
2010-12-15,15
2010-12-16,30
2010-12-17,16
2010-12-18,38
2010-12-19,19
2010-12-20,15
2010-12-21,16
2010-12-22,0
2010-12-23,17
2010-12-24,20
2010-12-25,0
2010-12-26,20
2010-12-27,25
2010-12-28,16
2010-12-29,16
2010-12-30,17
2010-12-31,20
2011-01-01,32
2011-01-02,19
2011-01-03,38
2011-01-04,15
2011-01-05,22
2011-01-06,30
2011-01-07,38
2011-01-08,0
2011-01-09,18
2011-01-10,71
2011-01-11,28
2011-01-12,28
2011-01-13,29
2011-01-14,15
2011-01-15,17
2011-01-16,0
2011-01-17,0
2011-01-18,62
2011-01-19,35
2011-01-20,77
2011-01-21,66
2011-01-22,35
2011-01-23,34
2011-01-24,41
2011-01-25,28
2011-01-26,28
2011-01-27,28
2011-01-28,44
2011-01-29,0
2011-01-30,0
2011-01-31,26
2011-02-01,39
2011-02-02,73
2011-02-03,27
2011-02-04,35
2011-02-05,34
2011-02-06,17
2011-02-07,33
2011-02-08,54
2011-02-09,69
2011-02-10,49
2011-02-11,44
2011-02-12,0
2011-02-13,17
2011-02-14,27
2011-02-15,53
2011-02-16,40
2011-02-17,27
2011-02-18,29
2011-02-19,34
2011-02-20,0
2011-02-21,14
2011-02-22,13
2011-02-23,55
2011-02-24,34
2011-02-25,43
2011-02-26,17
2011-02-27,16
2011-02-28,27
2011-03-01,27
2011-03-02,27
2011-03-03,55
2011-03-04,29
2011-03-05,17
2011-03-06,17
2011-03-07,55
2011-03-08,0
2011-03-09,47
2011-03-10,20
2011-03-11,48
2011-03-12,17
2011-03-13,17
2011-03-14,42
2011-03-15,14
2011-03-16,27
2011-03-17,41
2011-03-18,28
2011-03-19,17
2011-03-20,0
2011-03-21,27
2011-03-22,47
2011-03-23,27
2011-03-24,21
2011-03-25,14
2011-03-26,17
2011-03-27,16
2011-03-28,33
2011-03-29,20
2011-03-30,14
2011-03-31,13
2011-04-01,36
2011-04-02,0
2011-04-03,17
2011-04-04,39
2011-04-05,40
2011-04-06,41
2011-04-07,27
2011-04-08,36
2011-04-09,0
2011-04-10,34
2011-04-11,27
2011-04-12,13
2011-04-13,13
2011-04-14,34
2011-04-15,14
2011-04-16,17
2011-04-17,35
2011-04-18,14
2011-04-19,14
2011-04-20,84
2011-04-21,30
2011-04-22,16
2011-04-23,18
2011-04-24,0
2011-04-25,22
2011-04-26,0
2011-04-27,13
2011-04-28,61
2011-04-29,100
2011-04-30,17
2011-05-01,17
2011-05-02,27
2011-05-03,20
2011-05-04,20
2011-05-05,34
2011-05-06,22
2011-05-07,0
2011-05-08,0
2011-05-09,20
2011-05-10,13
2011-05-11,20
