date,SWKS
2017-01-19,54
2017-01-20,100
2017-01-21,27
2017-01-22,26
2017-01-23,47
2017-01-24,42
2017-01-25,37
2017-01-26,22
2017-01-27,29
2017-01-28,18
2017-01-29,14
2017-01-30,26
2017-01-31,35
2017-02-01,27
2017-02-02,34
2017-02-03,24
2017-02-04,23
2017-02-05,5
2017-02-06,24
2017-02-07,28
2017-02-08,11
2017-02-09,24
2017-02-10,21
2017-02-11,15
2017-02-12,11
2017-02-13,22
2017-02-14,23
2017-02-15,24
2017-02-16,18
2017-02-17,37
2017-02-18,22
2017-02-19,18
2017-02-20,18
2017-02-21,26
2017-02-22,15
2017-02-23,19
2017-02-24,21
2017-02-25,14
2017-02-26,12
2017-02-27,20
2017-02-28,28
2017-03-01,21
2017-03-02,14
2017-03-03,22
2017-03-04,7
2017-03-05,13
2017-03-06,8
2017-03-07,12
2017-03-08,14
2017-03-09,7
2017-03-10,18
2017-03-11,12
2017-03-12,8
2017-03-13,14
2017-03-14,25
2017-03-15,26
2017-03-16,13
2017-03-17,14
2017-03-18,19
2017-03-19,5
2017-03-20,16
2017-03-21,18
2017-03-22,15
2017-03-23,12
2017-03-24,9
2017-03-25,8
2017-03-26,8
2017-03-27,4
2017-03-28,15
2017-03-29,15
2017-03-30,18
2017-03-31,10
2017-04-01,11
