date,SWKS
2015-12-26,13
2015-12-27,15
2015-12-28,17
2015-12-29,36
2015-12-30,29
2015-12-31,19
2016-01-01,21
2016-01-02,8
2016-01-03,8
2016-01-04,24
2016-01-05,36
2016-01-06,45
2016-01-07,44
2016-01-08,40
2016-01-09,18
2016-01-10,13
2016-01-11,27
2016-01-12,27
2016-01-13,25
2016-01-14,34
2016-01-15,33
2016-01-16,14
2016-01-17,17
2016-01-18,14
2016-01-19,25
2016-01-20,36
2016-01-21,32
2016-01-22,42
2016-01-23,23
2016-01-24,8
2016-01-25,20
2016-01-26,30
2016-01-27,42
2016-01-28,59
2016-01-29,42
2016-01-30,27
2016-01-31,13
2016-02-01,19
2016-02-02,37
2016-02-03,34
2016-02-04,40
2016-02-05,20
2016-02-06,15
2016-02-07,7
2016-02-08,13
2016-02-09,33
2016-02-10,13
2016-02-11,27
2016-02-12,30
2016-02-13,13
2016-02-14,6
2016-02-15,16
2016-02-16,18
2016-02-17,26
2016-02-18,34
2016-02-19,20
2016-02-20,21
2016-02-21,13
2016-02-22,24
2016-02-23,19
2016-02-24,24
2016-02-25,13
2016-02-26,18
2016-02-27,9
2016-02-28,4
2016-02-29,17
2016-03-01,28
2016-03-02,32
2016-03-03,30
2016-03-04,39
2016-03-05,20
2016-03-06,7
2016-03-07,22
2016-03-08,36
2016-03-09,25
2016-03-10,40
2016-03-11,25
2016-03-12,7
2016-03-13,7
2016-03-14,30
2016-03-15,24
2016-03-16,24
2016-03-17,27
2016-03-18,12
2016-03-19,11
2016-03-20,7
2016-03-21,19
2016-03-22,24
2016-03-23,15
2016-03-24,24
2016-03-25,18
2016-03-26,14
2016-03-27,8
2016-03-28,25
2016-03-29,27
2016-03-30,31
2016-03-31,29
2016-04-01,35
2016-04-02,17
2016-04-03,11
2016-04-04,16
2016-04-05,24
2016-04-06,17
2016-04-07,24
2016-04-08,17
2016-04-09,13
2016-04-10,9
2016-04-11,20
2016-04-12,34
2016-04-13,18
2016-04-14,19
2016-04-15,20
2016-04-16,4
2016-04-17,26
2016-04-18,27
2016-04-19,26
2016-04-20,22
2016-04-21,24
2016-04-22,25
2016-04-23,6
2016-04-24,6
2016-04-25,24
2016-04-26,24
2016-04-27,41
2016-04-28,45
2016-04-29,47
2016-04-30,36
2016-05-01,17
2016-05-02,31
2016-05-03,24
2016-05-04,27
2016-05-05,41
2016-05-06,29
2016-05-07,6
2016-05-08,19
2016-05-09,24
2016-05-10,27
2016-05-11,17
2016-05-12,32
2016-05-13,27
2016-05-14,9
2016-05-15,17
2016-05-16,28
2016-05-17,23
2016-05-18,16
2016-05-19,18
2016-05-20,20
2016-05-21,8
2016-05-22,8
2016-05-23,27
2016-05-24,17
2016-05-25,22
2016-05-26,17
2016-05-27,20
2016-05-28,4
2016-05-29,11
2016-05-30,10
2016-05-31,16
2016-06-01,14
2016-06-02,15
2016-06-03,31
2016-06-04,12
2016-06-05,9
2016-06-06,19
2016-06-07,24
2016-06-08,13
2016-06-09,21
2016-06-10,17
2016-06-11,4
2016-06-12,15
2016-06-13,8
2016-06-14,24
2016-06-15,11
2016-06-16,18
2016-06-17,10
2016-06-18,8
2016-06-19,4
2016-06-20,26
2016-06-21,15
2016-06-22,23
2016-06-23,10
2016-06-24,27
2016-06-25,11
2016-06-26,11
2016-06-27,22
2016-06-28,18
2016-06-29,15
2016-06-30,35
2016-07-01,17
2016-07-02,10
2016-07-03,8
2016-07-04,5
2016-07-05,35
2016-07-06,27
2016-07-07,20
2016-07-08,24
2016-07-09,12
2016-07-10,17
2016-07-11,20
2016-07-12,19
2016-07-13,18
2016-07-14,23
2016-07-15,20
2016-07-16,13
2016-07-17,10
2016-07-18,33
2016-07-19,23
2016-07-20,38
2016-07-21,100
2016-07-22,73
2016-07-23,10
2016-07-24,12
2016-07-25,28
2016-07-26,36
2016-07-27,38
2016-07-28,23
2016-07-29,24
2016-07-30,14
2016-07-31,6
2016-08-01,16
2016-08-02,28
2016-08-03,16
2016-08-04,20
2016-08-05,31
2016-08-06,12
2016-08-07,4
2016-08-08,38
2016-08-09,18
2016-08-10,33
2016-08-11,33
2016-08-12,29
2016-08-13,14
2016-08-14,19
2016-08-15,27
2016-08-16,29
2016-08-17,25
2016-08-18,25
2016-08-19,37
2016-08-20,21
2016-08-21,8
2016-08-22,24
2016-08-23,18
2016-08-24,29
2016-08-25,16
2016-08-26,29
2016-08-27,11
2016-08-28,13
2016-08-29,24
2016-08-30,28
2016-08-31,28
2016-09-01,22
2016-09-02,25
2016-09-03,9
2016-09-04,9
2016-09-05,7
2016-09-06,20
2016-09-07,32
2016-09-08,30
2016-09-09,29
2016-09-10,11
2016-09-11,7
