date,SWKS
2011-09-18,15
2011-09-19,18
2011-09-20,28
2011-09-21,16
2011-09-22,25
2011-09-23,20
2011-09-24,15
2011-09-25,15
2011-09-26,24
2011-09-27,24
2011-09-28,20
2011-09-29,25
2011-09-30,22
2011-10-01,16
2011-10-02,15
2011-10-03,12
2011-10-04,18
2011-10-05,20
2011-10-06,12
2011-10-07,13
2011-10-08,15
2011-10-09,15
2011-10-10,18
2011-10-11,17
2011-10-12,16
2011-10-13,12
2011-10-14,21
2011-10-15,29
2011-10-16,15
2011-10-17,36
2011-10-18,24
2011-10-19,24
2011-10-20,16
2011-10-21,25
2011-10-22,15
2011-10-23,0
2011-10-24,0
2011-10-25,12
2011-10-26,20
2011-10-27,18
2011-10-28,19
2011-10-29,15
2011-10-30,19
2011-10-31,25
2011-11-01,29
2011-11-02,40
2011-11-03,100
2011-11-04,41
2011-11-05,58
2011-11-06,14
2011-11-07,28
2011-11-08,19
2011-11-09,12
2011-11-10,16
2011-11-11,25
2011-11-12,15
2011-11-13,0
2011-11-14,17
2011-11-15,12
2011-11-16,19
2011-11-17,16
2011-11-18,25
2011-11-19,24
2011-11-20,14
2011-11-21,35
2011-11-22,35
2011-11-23,24
2011-11-24,13
2011-11-25,44
2011-11-26,0
2011-11-27,14
2011-11-28,27
2011-11-29,27
2011-11-30,19
2011-12-01,29
2011-12-02,20
2011-12-03,14
2011-12-04,0
2011-12-05,23
2011-12-06,11
2011-12-07,15
2011-12-08,16
2011-12-09,12
2011-12-10,14
2011-12-11,14
2011-12-12,11
2011-12-13,15
2011-12-14,12
2011-12-15,18
2011-12-16,12
2011-12-17,0
2011-12-18,14
2011-12-19,12
2011-12-20,16
2011-12-21,12
2011-12-22,19
2011-12-23,27
2011-12-24,16
2011-12-25,0
2011-12-26,14
2011-12-27,31
2011-12-28,12
2011-12-29,13
2011-12-30,13
2011-12-31,15
2012-01-01,16
2012-01-02,19
2012-01-03,15
2012-01-04,11
2012-01-05,12
2012-01-06,24
2012-01-07,0
2012-01-08,13
2012-01-09,33
2012-01-10,26
2012-01-11,11
2012-01-12,11
2012-01-13,12
2012-01-14,20
2012-01-15,26
2012-01-16,26
2012-01-17,33
2012-01-18,25
2012-01-19,59
2012-01-20,34
2012-01-21,13
2012-01-22,22
2012-01-23,29
2012-01-24,11
2012-01-25,18
2012-01-26,26
2012-01-27,11
2012-01-28,13
2012-01-29,22
2012-01-30,18
2012-01-31,18
2012-02-01,21
2012-02-02,36
2012-02-03,42
2012-02-04,13
2012-02-05,13
2012-02-06,11
2012-02-07,16
2012-02-08,18
2012-02-09,25
2012-02-10,17
2012-02-11,13
2012-02-12,0
2012-02-13,18
2012-02-14,22
2012-02-15,36
2012-02-16,26
2012-02-17,15
2012-02-18,13
2012-02-19,0
2012-02-20,11
2012-02-21,22
2012-02-22,11
2012-02-23,16
2012-02-24,11
2012-02-25,13
2012-02-26,19
2012-02-27,32
2012-02-28,11
2012-02-29,11
2012-03-01,22
2012-03-02,35
2012-03-03,13
2012-03-04,20
2012-03-05,15
2012-03-06,16
2012-03-07,27
2012-03-08,22
2012-03-09,30
2012-03-10,19
2012-03-11,25
2012-03-12,28
2012-03-13,11
2012-03-14,18
2012-03-15,25
2012-03-16,17
2012-03-17,22
2012-03-18,13
2012-03-19,18
2012-03-20,37
2012-03-21,14
2012-03-22,26
2012-03-23,35
2012-03-24,20
2012-03-25,20
2012-03-26,25
2012-03-27,25
2012-03-28,44
2012-03-29,27
2012-03-30,29
2012-03-31,13
2012-04-01,13
2012-04-02,16
2012-04-03,11
2012-04-04,11
2012-04-05,28
2012-04-06,19
2012-04-07,21
2012-04-08,14
2012-04-09,13
2012-04-10,22
2012-04-11,21
2012-04-12,25
2012-04-13,34
2012-04-14,19
2012-04-15,0
2012-04-16,11
2012-04-17,18
2012-04-18,11
2012-04-19,14
2012-04-20,19
2012-04-21,13
2012-04-22,19
2012-04-23,14
2012-04-24,28
2012-04-25,37
2012-04-26,43
2012-04-27,41
2012-04-28,20
2012-04-29,13
2012-04-30,22
2012-05-01,31
2012-05-02,14
2012-05-03,32
2012-05-04,22
2012-05-05,13
2012-05-06,38
2012-05-07,21
2012-05-08,16
2012-05-09,11
2012-05-10,11
2012-05-11,11
2012-05-12,13
2012-05-13,13
2012-05-14,10
2012-05-15,10
2012-05-16,16
2012-05-17,15
2012-05-18,17
2012-05-19,13
2012-05-20,13
2012-05-21,21
2012-05-22,21
2012-05-23,14
2012-05-24,21
2012-05-25,23
2012-05-26,14
2012-05-27,14
2012-05-28,11
2012-05-29,17
2012-05-30,14
2012-05-31,21
2012-06-01,15
2012-06-02,22
2012-06-03,13
2012-06-04,24
