date,SWKS
2015-08-18,79
2015-08-19,85
2015-08-20,55
2015-08-21,77
2015-08-22,31
2015-08-23,25
2015-08-24,90
2015-08-25,92
2015-08-26,77
2015-08-27,97
2015-08-28,59
2015-08-29,29
2015-08-30,31
2015-08-31,50
2015-09-01,59
2015-09-02,32
2015-09-03,40
2015-09-04,31
2015-09-05,19
2015-09-06,22
2015-09-07,12
2015-09-08,55
2015-09-09,46
2015-09-10,67
2015-09-11,38
2015-09-12,32
2015-09-13,18
2015-09-14,43
2015-09-15,36
2015-09-16,66
2015-09-17,43
2015-09-18,45
2015-09-19,24
2015-09-20,11
2015-09-21,45
2015-09-22,23
2015-09-23,23
2015-09-24,31
2015-09-25,46
2015-09-26,16
2015-09-27,16
2015-09-28,22
2015-09-29,62
2015-09-30,31
2015-10-01,32
2015-10-02,64
2015-10-03,19
2015-10-04,13
2015-10-05,45
2015-10-06,94
2015-10-07,77
2015-10-08,74
2015-10-09,59
2015-10-10,13
2015-10-11,11
2015-10-12,35
2015-10-13,62
2015-10-14,72
2015-10-15,59
2015-10-16,51
2015-10-17,19
2015-10-18,18
2015-10-19,57
2015-10-20,55
2015-10-21,39
2015-10-22,45
2015-10-23,49
2015-10-24,32
2015-10-25,5
2015-10-26,71
2015-10-27,64
2015-10-28,75
2015-10-29,68
2015-10-30,73
2015-10-31,35
2015-11-01,11
2015-11-02,36
2015-11-03,84
2015-11-04,53
2015-11-05,97
2015-11-06,100
2015-11-07,60
2015-11-08,18
2015-11-09,55
2015-11-10,96
2015-11-11,39
2015-11-12,39
2015-11-13,42
2015-11-14,28
2015-11-15,16
2015-11-16,42
2015-11-17,42
2015-11-18,60
2015-11-19,54
2015-11-20,60
2015-11-21,39
2015-11-22,18
2015-11-23,53
2015-11-24,55
2015-11-25,56
2015-11-26,16
2015-11-27,19
2015-11-28,34
2015-11-29,18
2015-11-30,28
2015-12-01,55
2015-12-02,55
2015-12-03,85
2015-12-04,48
2015-12-05,21
2015-12-06,10
2015-12-07,60
2015-12-08,45
2015-12-09,61
2015-12-10,65
2015-12-11,70
2015-12-12,18
2015-12-13,20
2015-12-14,49
2015-12-15,59
2015-12-16,50
2015-12-17,47
2015-12-18,34
2015-12-19,19
2015-12-20,16
2015-12-21,36
2015-12-22,55
2015-12-23,45
2015-12-24,31
2015-12-25,12
2015-12-26,22
2015-12-27,16
2015-12-28,36
2015-12-29,65
2015-12-30,45
2015-12-31,30
2016-01-01,24
2016-01-02,16
2016-01-03,5
2016-01-04,51
2016-01-05,58
2016-01-06,50
2016-01-07,58
2016-01-08,51
2016-01-09,15
2016-01-10,15
2016-01-11,37
2016-01-12,54
2016-01-13,46
2016-01-14,59
2016-01-15,34
2016-01-16,20
2016-01-17,30
2016-01-18,24
2016-01-19,37
2016-01-20,41
2016-01-21,44
2016-01-22,49
2016-01-23,25
2016-01-24,10
2016-01-25,30
2016-01-26,30
2016-01-27,63
2016-01-28,74
2016-01-29,58
2016-01-30,33
2016-01-31,15
2016-02-01,33
2016-02-02,47
2016-02-03,48
2016-02-04,49
2016-02-05,50
2016-02-06,22
2016-02-07,20
2016-02-08,52
2016-02-09,58
2016-02-10,44
2016-02-11,62
2016-02-12,44
2016-02-13,22
2016-02-14,24
2016-02-15,15
2016-02-16,50
2016-02-17,36
2016-02-18,48
2016-02-19,37
2016-02-20,19
2016-02-21,14
2016-02-22,29
2016-02-23,37
2016-02-24,25
2016-02-25,25
2016-02-26,22
2016-02-27,12
2016-02-28,9
2016-02-29,40
2016-03-01,40
2016-03-02,41
2016-03-03,29
2016-03-04,51
2016-03-05,33
2016-03-06,19
2016-03-07,65
2016-03-08,53
2016-03-09,41
2016-03-10,50
2016-03-11,38
2016-03-12,12
2016-03-13,17
2016-03-14,29
2016-03-15,35
2016-03-16,41
2016-03-17,38
2016-03-18,37
2016-03-19,21
2016-03-20,14
2016-03-21,23
2016-03-22,33
2016-03-23,19
2016-03-24,24
2016-03-25,23
2016-03-26,22
2016-03-27,12
2016-03-28,26
2016-03-29,35
2016-03-30,41
2016-03-31,35
2016-04-01,32
2016-04-02,12
2016-04-03,17
2016-04-04,14
2016-04-05,35
2016-04-06,27
2016-04-07,37
2016-04-08,28
2016-04-09,12
2016-04-10,14
2016-04-11,28
2016-04-12,30
2016-04-13,21
2016-04-14,27
2016-04-15,30
2016-04-16,17
2016-04-17,19
2016-04-18,27
2016-04-19,19
2016-04-20,27
2016-04-21,36
2016-04-22,24
2016-04-23,10
2016-04-24,14
2016-04-25,37
2016-04-26,26
2016-04-27,45
2016-04-28,54
2016-04-29,59
2016-04-30,32
2016-05-01,15
2016-05-02,35
2016-05-03,31
2016-05-04,33
