date,SWKS
2015-04-10,22
2015-04-11,7
2015-04-12,8
2015-04-13,26
2015-04-14,28
2015-04-15,26
2015-04-16,26
2015-04-17,28
2015-04-18,15
2015-04-19,5
2015-04-20,16
2015-04-21,35
2015-04-22,19
2015-04-23,35
2015-04-24,40
2015-04-25,15
2015-04-26,10
2015-04-27,32
2015-04-28,43
2015-04-29,40
2015-04-30,62
2015-05-01,75
2015-05-02,11
2015-05-03,10
2015-05-04,34
2015-05-05,31
2015-05-06,43
2015-05-07,39
2015-05-08,41
2015-05-09,13
2015-05-10,10
2015-05-11,25
2015-05-12,13
2015-05-13,22
2015-05-14,20
2015-05-15,32
2015-05-16,7
2015-05-17,6
2015-05-18,42
2015-05-19,46
2015-05-20,32
2015-05-21,19
2015-05-22,32
2015-05-23,15
2015-05-24,10
2015-05-25,10
2015-05-26,24
2015-05-27,34
2015-05-28,39
2015-05-29,36
2015-05-30,8
2015-05-31,8
2015-06-01,21
2015-06-02,30
2015-06-03,38
2015-06-04,37
2015-06-05,19
2015-06-06,10
2015-06-07,13
2015-06-08,29
2015-06-09,36
2015-06-10,26
2015-06-11,36
2015-06-12,17
2015-06-13,13
2015-06-14,3
2015-06-15,23
2015-06-16,23
2015-06-17,24
2015-06-18,24
2015-06-19,29
2015-06-20,10
2015-06-21,13
2015-06-22,25
2015-06-23,31
2015-06-24,27
2015-06-25,21
2015-06-26,20
2015-06-27,15
2015-06-28,15
2015-06-29,21
2015-06-30,25
2015-07-01,26
2015-07-02,17
2015-07-03,12
2015-07-04,7
2015-07-05,5
2015-07-06,26
2015-07-07,33
2015-07-08,41
2015-07-09,43
2015-07-10,31
2015-07-11,18
2015-07-12,7
2015-07-13,31
2015-07-14,23
2015-07-15,21
2015-07-16,32
2015-07-17,26
2015-07-18,10
2015-07-19,14
2015-07-20,22
2015-07-21,43
2015-07-22,55
2015-07-23,100
2015-07-24,72
2015-07-25,31
2015-07-26,7
2015-07-27,48
2015-07-28,41
2015-07-29,40
2015-07-30,54
2015-07-31,52
2015-08-01,17
2015-08-02,7
2015-08-03,48
2015-08-04,66
2015-08-05,36
2015-08-06,25
2015-08-07,34
2015-08-08,16
2015-08-09,15
2015-08-10,30
2015-08-11,36
2015-08-12,41
2015-08-13,36
2015-08-14,21
2015-08-15,7
2015-08-16,10
2015-08-17,31
2015-08-18,47
2015-08-19,43
2015-08-20,51
2015-08-21,36
2015-08-22,11
2015-08-23,13
2015-08-24,50
2015-08-25,45
2015-08-26,45
2015-08-27,30
2015-08-28,21
2015-08-29,20
2015-08-30,6
2015-08-31,17
2015-09-01,26
2015-09-02,17
2015-09-03,13
2015-09-04,18
2015-09-05,9
2015-09-06,5
2015-09-07,8
2015-09-08,25
2015-09-09,21
2015-09-10,31
2015-09-11,18
2015-09-12,12
2015-09-13,12
2015-09-14,21
2015-09-15,25
2015-09-16,17
2015-09-17,25
2015-09-18,29
2015-09-19,9
2015-09-20,11
2015-09-21,17
2015-09-22,20
2015-09-23,9
2015-09-24,23
2015-09-25,21
2015-09-26,11
2015-09-27,14
2015-09-28,23
2015-09-29,33
2015-09-30,24
2015-10-01,21
2015-10-02,27
2015-10-03,11
2015-10-04,12
2015-10-05,18
2015-10-06,73
2015-10-07,37
2015-10-08,41
2015-10-09,31
2015-10-10,14
2015-10-11,15
2015-10-12,22
2015-10-13,28
2015-10-14,25
2015-10-15,16
2015-10-16,24
2015-10-17,14
2015-10-18,10
2015-10-19,30
2015-10-20,25
2015-10-21,19
2015-10-22,21
2015-10-23,27
2015-10-24,10
2015-10-25,10
2015-10-26,40
2015-10-27,38
2015-10-28,39
2015-10-29,29
2015-10-30,41
2015-10-31,18
2015-11-01,6
2015-11-02,19
2015-11-03,30
2015-11-04,28
2015-11-05,50
2015-11-06,57
2015-11-07,16
2015-11-08,12
2015-11-09,23
2015-11-10,36
2015-11-11,21
2015-11-12,25
2015-11-13,15
2015-11-14,10
2015-11-15,4
2015-11-16,30
2015-11-17,22
2015-11-18,32
2015-11-19,32
2015-11-20,35
2015-11-21,15
2015-11-22,17
2015-11-23,10
2015-11-24,26
2015-11-25,22
2015-11-26,7
2015-11-27,21
2015-11-28,13
2015-11-29,14
2015-11-30,18
2015-12-01,22
2015-12-02,34
2015-12-03,28
2015-12-04,17
2015-12-05,9
2015-12-06,9
2015-12-07,34
2015-12-08,22
2015-12-09,16
2015-12-10,29
2015-12-11,27
2015-12-12,16
2015-12-13,9
2015-12-14,25
2015-12-15,29
2015-12-16,24
2015-12-17,21
2015-12-18,24
2015-12-19,22
2015-12-20,3
2015-12-21,20
2015-12-22,22
2015-12-23,20
2015-12-24,16
2015-12-25,7
2015-12-26,14
