date,SWKS
2014-03-16,11
2014-03-17,7
2014-03-18,10
2014-03-19,15
2014-03-20,15
2014-03-21,26
2014-03-22,9
2014-03-23,0
2014-03-24,12
2014-03-25,24
2014-03-26,17
2014-03-27,22
2014-03-28,15
2014-03-29,6
2014-03-30,11
2014-03-31,24
2014-04-01,19
2014-04-02,5
2014-04-03,15
2014-04-04,20
2014-04-05,6
2014-04-06,6
2014-04-07,26
2014-04-08,12
2014-04-09,17
2014-04-10,17
2014-04-11,8
2014-04-12,12
2014-04-13,9
2014-04-14,15
2014-04-15,7
2014-04-16,20
2014-04-17,8
2014-04-18,8
2014-04-19,25
2014-04-20,0
2014-04-21,16
2014-04-22,53
2014-04-23,61
2014-04-24,42
2014-04-25,26
2014-04-26,14
2014-04-27,14
2014-04-28,29
2014-04-29,17
2014-04-30,15
2014-05-01,19
2014-05-02,10
2014-05-03,9
2014-05-04,14
2014-05-05,22
2014-05-06,27
2014-05-07,19
2014-05-08,10
2014-05-09,20
2014-05-10,23
2014-05-11,11
2014-05-12,24
2014-05-13,24
2014-05-14,14
2014-05-15,10
2014-05-16,28
2014-05-17,24
2014-05-18,0
2014-05-19,10
2014-05-20,17
2014-05-21,16
2014-05-22,16
2014-05-23,8
2014-05-24,13
2014-05-25,13
2014-05-26,8
2014-05-27,32
2014-05-28,8
2014-05-29,14
2014-05-30,23
2014-05-31,10
2014-06-01,26
2014-06-02,24
2014-06-03,48
2014-06-04,21
2014-06-05,19
2014-06-06,23
2014-06-07,20
2014-06-08,14
2014-06-09,22
2014-06-10,19
2014-06-11,35
2014-06-12,25
2014-06-13,11
2014-06-14,20
2014-06-15,33
2014-06-16,27
2014-06-17,16
2014-06-18,19
2014-06-19,17
2014-06-20,14
2014-06-21,13
2014-06-22,10
2014-06-23,14
2014-06-24,22
2014-06-25,14
2014-06-26,28
2014-06-27,20
2014-06-28,13
2014-06-29,0
2014-06-30,5
2014-07-01,16
2014-07-02,6
2014-07-03,23
2014-07-04,6
2014-07-05,13
2014-07-06,7
2014-07-07,8
2014-07-08,27
2014-07-09,14
2014-07-10,14
2014-07-11,29
2014-07-12,17
2014-07-13,7
2014-07-14,19
2014-07-15,22
2014-07-16,17
2014-07-17,75
2014-07-18,78
2014-07-19,37
2014-07-20,20
2014-07-21,46
2014-07-22,22
2014-07-23,25
2014-07-24,30
2014-07-25,29
2014-07-26,20
2014-07-27,34
2014-07-28,31
2014-07-29,22
2014-07-30,14
2014-07-31,36
2014-08-01,17
2014-08-02,20
2014-08-03,10
2014-08-04,27
2014-08-05,14
2014-08-06,16
2014-08-07,47
2014-08-08,15
2014-08-09,13
2014-08-10,7
2014-08-11,19
2014-08-12,32
2014-08-13,38
2014-08-14,11
2014-08-15,15
2014-08-16,23
2014-08-17,26
2014-08-18,22
2014-08-19,27
2014-08-20,19
2014-08-21,36
2014-08-22,34
2014-08-23,6
2014-08-24,6
2014-08-25,16
2014-08-26,24
2014-08-27,11
2014-08-28,21
2014-08-29,22
2014-08-30,13
2014-08-31,9
2014-09-01,11
2014-09-02,16
2014-09-03,36
2014-09-04,21
2014-09-05,11
2014-09-06,16
2014-09-07,12
2014-09-08,21
2014-09-09,33
2014-09-10,13
2014-09-11,23
2014-09-12,11
2014-09-13,6
2014-09-14,9
2014-09-15,15
2014-09-16,23
2014-09-17,23
2014-09-18,18
2014-09-19,19
2014-09-20,12
2014-09-21,12
2014-09-22,10
2014-09-23,20
2014-09-24,10
2014-09-25,21
2014-09-26,5
2014-09-27,12
2014-09-28,9
2014-09-29,10
2014-09-30,15
2014-10-01,26
2014-10-02,47
2014-10-03,39
2014-10-04,19
2014-10-05,15
2014-10-06,30
2014-10-07,23
2014-10-08,13
2014-10-09,13
2014-10-10,46
2014-10-11,15
2014-10-12,15
2014-10-13,23
2014-10-14,48
2014-10-15,50
2014-10-16,48
2014-10-17,19
2014-10-18,9
2014-10-19,6
2014-10-20,20
2014-10-21,30
2014-10-22,35
2014-10-23,23
2014-10-24,32
2014-10-25,24
2014-10-26,6
2014-10-27,20
2014-10-28,22
2014-10-29,28
2014-10-30,30
2014-10-31,35
2014-11-01,15
2014-11-02,12
2014-11-03,15
2014-11-04,27
2014-11-05,32
2014-11-06,73
2014-11-07,100
2014-11-08,21
2014-11-09,32
2014-11-10,40
2014-11-11,25
2014-11-12,17
2014-11-13,52
2014-11-14,41
2014-11-15,12
2014-11-16,11
2014-11-17,34
2014-11-18,16
2014-11-19,46
2014-11-20,40
2014-11-21,44
2014-11-22,30
2014-11-23,11
2014-11-24,27
2014-11-25,51
2014-11-26,35
2014-11-27,18
2014-11-28,34
2014-11-29,23
2014-11-30,11
2014-12-01,19
