date,FAST,isPartial
2013-11-06,14,False
2013-11-07,14,False
2013-11-08,15,False
2013-11-09,15,False
2013-11-10,16,False
2013-11-11,15,False
2013-11-12,15,False
2013-11-13,15,False
2013-11-14,15,False
2013-11-15,15,False
2013-11-16,16,False
2013-11-17,16,False
2013-11-18,15,False
2013-11-19,15,False
2013-11-20,15,False
2013-11-21,15,False
2013-11-22,15,False
2013-11-23,15,False
2013-11-24,17,False
2013-11-25,15,False
2013-11-26,14,False
2013-11-27,14,False
2013-11-28,15,False
2013-11-29,20,False
2013-11-30,17,False
2013-12-01,100,False
2013-12-02,50,False
2013-12-03,34,False
2013-12-04,27,False
2013-12-05,29,False
2013-12-06,25,False
2013-12-07,27,False
2013-12-08,26,False
2013-12-09,21,False
2013-12-10,22,False
2013-12-11,21,False
2013-12-12,20,False
2013-12-13,20,False
2013-12-14,22,False
2013-12-15,24,False
2013-12-16,21,False
2013-12-17,18,False
2013-12-18,17,False
2013-12-19,17,False
2013-12-20,18,False
2013-12-21,18,False
2013-12-22,20,False
2013-12-23,19,False
2013-12-24,19,False
2013-12-25,19,False
2013-12-26,19,False
2013-12-27,18,False
2013-12-28,19,False
2013-12-29,20,False
2013-12-30,19,False
2013-12-31,18,False
2014-01-01,19,False
2014-01-02,19,False
2014-01-03,18,False
2014-01-04,20,False
2014-01-05,20,False
2014-01-06,18,False
2014-01-07,18,False
2014-01-08,17,False
2014-01-09,17,False
2014-01-10,17,False
2014-01-11,19,False
2014-01-12,20,False
2014-01-13,17,False
2014-01-14,17,False
2014-01-15,16,False
2014-01-16,16,False
2014-01-17,16,False
2014-01-18,17,False
2014-01-19,17,False
2014-01-20,16,False
2014-01-21,16,False
2014-01-22,16,False
2014-01-23,16,False
2014-01-24,16,False
2014-01-25,17,False
2014-01-26,19,False
2014-01-27,15,False
2014-01-28,16,False
2014-01-29,15,False
2014-01-30,16,False
2014-01-31,16,False
2014-02-01,16,False
2014-02-02,17,False
2014-02-03,15,False
2014-02-04,16,False
2014-02-05,16,False
2014-02-06,15,False
2014-02-07,15,False
2014-02-08,16,False
2014-02-09,16,False
2014-02-10,16,False
2014-02-11,15,False
2014-02-12,15,False
2014-02-13,14,False
2014-02-14,14,False
2014-02-15,15,False
2014-02-16,17,False
2014-02-17,16,False
2014-02-18,16,False
2014-02-19,15,False
2014-02-20,15,False
2014-02-21,15,False
2014-02-22,16,False
2014-02-23,18,False
2014-02-24,16,False
2014-02-25,16,False
2014-02-26,15,False
