date,FAST,isPartial
2017-05-29,96,False
2017-05-30,93,False
2017-05-31,90,False
2017-06-01,88,False
2017-06-02,88,False
2017-06-03,98,False
2017-06-04,100,False
2017-06-05,89,False
2017-06-06,86,False
2017-06-07,84,False
2017-06-08,82,False
2017-06-09,84,False
2017-06-10,95,False
2017-06-11,94,False
2017-06-12,82,False
2017-06-13,80,False
2017-06-14,83,False
2017-06-15,79,False
2017-06-16,81,False
2017-06-17,89,False
2017-06-18,90,False
2017-06-19,83,False
2017-06-20,84,False
2017-06-21,78,False
2017-06-22,82,False
2017-06-23,80,False
2017-06-24,88,False
2017-06-25,89,False
2017-06-26,82,False
2017-06-27,79,False
2017-06-28,79,False
2017-06-29,82,False
2017-06-30,82,False
2017-07-01,87,False
2017-07-02,87,False
2017-07-03,81,False
2017-07-04,81,False
2017-07-05,82,False
2017-07-06,78,False
2017-07-07,83,False
2017-07-08,90,False
2017-07-09,90,False
2017-07-10,87,False
2017-07-11,84,False
2017-07-12,83,False
2017-07-13,85,False
2017-07-14,84,False
2017-07-15,90,False
2017-07-16,90,False
2017-07-17,84,False
2017-07-18,78,False
2017-07-19,79,False
2017-07-20,77,False
2017-07-21,81,False
2017-07-22,91,False
2017-07-23,86,False
2017-07-24,80,False
2017-07-25,80,False
2017-07-26,79,False
2017-07-27,80,False
2017-07-28,77,False
2017-07-29,83,False
2017-07-30,86,False
2017-07-31,78,False
2017-08-01,77,False
2017-08-02,76,False
2017-08-03,78,False
2017-08-04,77,False
2017-08-05,82,False
2017-08-06,83,False
2017-08-07,77,False
2017-08-08,73,False
2017-08-09,78,False
2017-08-10,76,False
2017-08-11,75,False
2017-08-12,81,False
2017-08-13,83,False
2017-08-14,75,False
2017-08-15,75,False
2017-08-16,73,False
2017-08-17,74,False
2017-08-18,78,False
2017-08-19,79,False
2017-08-20,80,False
2017-08-21,74,False
2017-08-22,72,False
2017-08-23,72,False
2017-08-24,73,False
2017-08-25,69,False
2017-08-26,77,False
2017-08-27,72,False
2017-08-28,68,False
2017-08-29,68,False
2017-08-30,70,False
2017-08-31,67,False
2017-09-01,69,False
2017-09-02,77,False
2017-09-03,73,False
2017-09-04,74,False
2017-09-05,69,False
2017-09-06,67,False
2017-09-07,71,False
2017-09-08,67,False
2017-09-09,71,False
2017-09-10,72,False
2017-09-11,66,False
2017-09-12,66,False
2017-09-13,68,False
2017-09-14,69,False
2017-09-15,67,False
2017-09-16,73,False
2017-09-17,71,False
2017-09-18,70,False
2017-09-19,68,False
2017-09-20,66,False
2017-09-21,70,False
2017-09-22,72,False
2017-09-23,76,False
2017-09-24,75,False
2017-09-25,67,False
2017-09-26,67,False
2017-09-27,69,False
2017-09-28,72,False
2017-09-29,73,False
2017-09-30,75,False
2017-10-01,74,False
2017-10-02,68,False
2017-10-03,65,False
2017-10-04,68,False
2017-10-05,68,False
2017-10-06,70,False
2017-10-07,74,False
2017-10-08,78,False
2017-10-09,68,False
2017-10-10,69,False
2017-10-11,68,False
2017-10-12,68,False
2017-10-13,68,False
2017-10-14,71,False
2017-10-15,75,False
2017-10-16,69,False
2017-10-17,66,False
2017-10-18,65,False
2017-10-19,66,False
2017-10-20,69,False
2017-10-21,73,False
2017-10-22,72,False
2017-10-23,68,False
2017-10-24,68,False
2017-10-25,67,False
2017-10-26,66,False
2017-10-27,66,False
2017-10-28,71,False
2017-10-29,71,False
2017-10-30,66,False
2017-10-31,64,False
2017-11-01,66,False
2017-11-02,71,False
2017-11-03,67,False
2017-11-04,71,False
2017-11-05,71,False
2017-11-06,68,False
2017-11-07,68,False
2017-11-08,70,False
2017-11-09,67,False
2017-11-10,67,False
2017-11-11,72,False
2017-11-12,92,False
2017-11-13,70,False
2017-11-14,71,False
2017-11-15,69,False
2017-11-16,70,False
2017-11-17,68,False
2017-11-18,71,False
2017-11-19,77,False
2017-11-20,69,False
2017-11-21,67,False
2017-11-22,67,False
2017-11-23,70,False
2017-11-24,75,False
2017-11-25,73,False
2017-11-26,73,False
2017-11-27,67,False
2017-11-28,66,False
2017-11-29,65,False
2017-11-30,68,False
2017-12-01,67,False
2017-12-02,73,False
2017-12-03,71,False
2017-12-04,68,False
2017-12-05,65,False
2017-12-06,67,False
2017-12-07,67,False
2017-12-08,67,False
2017-12-09,68,False
2017-12-10,69,False
2017-12-11,68,False
2017-12-12,65,False
2017-12-13,63,False
2017-12-14,65,False
2017-12-15,66,False
2017-12-16,72,False
2017-12-17,68,False
2017-12-18,65,False
2017-12-19,65,False
2017-12-20,65,False
2017-12-21,69,False
2017-12-22,67,False
2017-12-23,72,False
2017-12-24,69,False
2017-12-25,87,False
2017-12-26,81,False
2017-12-27,72,False
2017-12-28,74,False
2017-12-29,76,False
2017-12-30,84,False
2017-12-31,76,False
2018-01-01,81,False
2018-01-02,77,False
2018-01-03,74,False
2018-01-04,74,False
2018-01-05,75,False
2018-01-06,78,False
2018-01-07,80,False
2018-01-08,75,False
2018-01-09,74,False
2018-01-10,73,False
2018-01-11,78,False
2018-01-12,75,False
2018-01-13,81,False
2018-01-14,79,False
2018-01-15,74,False
2018-01-16,70,False
2018-01-17,70,False
2018-01-18,70,False
2018-01-19,73,False
2018-01-20,80,False
2018-01-21,76,False
2018-01-22,72,False
2018-01-23,69,False
2018-01-24,69,False
2018-01-25,68,False
2018-01-26,69,False
2018-01-27,77,False
2018-01-28,76,False
2018-01-29,72,False
2018-01-30,72,False
2018-01-31,70,False
2018-02-01,69,False
2018-02-02,69,False
2018-02-03,72,False
2018-02-04,71,False
2018-02-05,66,False
2018-02-06,70,False
2018-02-07,68,False
2018-02-08,67,False
2018-02-09,68,False
2018-02-10,74,False
2018-02-11,76,False
2018-02-12,71,False
2018-02-13,77,False
