date,FAST,isPartial
2014-03-16,60,False
2014-03-17,55,False
2014-03-18,53,False
2014-03-19,52,False
2014-03-20,52,False
2014-03-21,53,False
2014-03-22,56,False
2014-03-23,58,False
2014-03-24,52,False
2014-03-25,53,False
2014-03-26,55,False
2014-03-27,53,False
2014-03-28,53,False
2014-03-29,57,False
2014-03-30,56,False
2014-03-31,52,False
2014-04-01,52,False
2014-04-02,53,False
2014-04-03,52,False
2014-04-04,52,False
2014-04-05,56,False
2014-04-06,60,False
2014-04-07,56,False
2014-04-08,53,False
2014-04-09,53,False
2014-04-10,54,False
2014-04-11,55,False
2014-04-12,56,False
2014-04-13,58,False
2014-04-14,54,False
2014-04-15,53,False
2014-04-16,55,False
2014-04-17,54,False
2014-04-18,58,False
2014-04-19,56,False
2014-04-20,58,False
2014-04-21,61,False
2014-04-22,56,False
2014-04-23,55,False
2014-04-24,54,False
2014-04-25,54,False
2014-04-26,55,False
2014-04-27,57,False
2014-04-28,55,False
2014-04-29,53,False
2014-04-30,52,False
2014-05-01,57,False
2014-05-02,53,False
2014-05-03,53,False
2014-05-04,57,False
2014-05-05,53,False
2014-05-06,52,False
2014-05-07,52,False
2014-05-08,55,False
2014-05-09,52,False
2014-05-10,57,False
2014-05-11,55,False
2014-05-12,53,False
2014-05-13,54,False
2014-05-14,52,False
2014-05-15,53,False
2014-05-16,52,False
2014-05-17,54,False
2014-05-18,63,False
2014-05-19,58,False
2014-05-20,51,False
2014-05-21,53,False
2014-05-22,55,False
2014-05-23,54,False
2014-05-24,57,False
2014-05-25,57,False
2014-05-26,52,False
2014-05-27,53,False
2014-05-28,53,False
2014-05-29,53,False
2014-05-30,51,False
2014-05-31,59,False
2014-06-01,60,False
2014-06-02,56,False
2014-06-03,53,False
2014-06-04,52,False
2014-06-05,50,False
2014-06-06,53,False
2014-06-07,58,False
2014-06-08,58,False
2014-06-09,55,False
2014-06-10,53,False
2014-06-11,51,False
2014-06-12,51,False
2014-06-13,49,False
2014-06-14,53,False
2014-06-15,55,False
2014-06-16,50,False
2014-06-17,49,False
