date,FAST,isPartial
2014-07-24,18,False
2014-07-25,18,False
2014-07-26,20,False
2014-07-27,19,False
2014-07-28,18,False
2014-07-29,19,False
2014-07-30,18,False
2014-07-31,18,False
2014-08-01,18,False
2014-08-02,19,False
2014-08-03,19,False
2014-08-04,17,False
2014-08-05,17,False
2014-08-06,17,False
2014-08-07,17,False
2014-08-08,17,False
2014-08-09,18,False
2014-08-10,19,False
2014-08-11,17,False
2014-08-12,17,False
2014-08-13,16,False
2014-08-14,17,False
2014-08-15,16,False
2014-08-16,18,False
2014-08-17,19,False
2014-08-18,17,False
2014-08-19,17,False
2014-08-20,16,False
2014-08-21,17,False
2014-08-22,16,False
2014-08-23,17,False
2014-08-24,18,False
2014-08-25,17,False
2014-08-26,17,False
2014-08-27,16,False
2014-08-28,16,False
2014-08-29,16,False
2014-08-30,16,False
2014-08-31,17,False
2014-09-01,16,False
2014-09-02,15,False
2014-09-03,16,False
2014-09-04,17,False
2014-09-05,17,False
2014-09-06,17,False
2014-09-07,18,False
2014-09-08,16,False
2014-09-09,15,False
2014-09-10,15,False
2014-09-11,16,False
2014-09-12,15,False
2014-09-13,16,False
2014-09-14,18,False
2014-09-15,16,False
2014-09-16,15,False
2014-09-17,16,False
2014-09-18,16,False
2014-09-19,15,False
2014-09-20,16,False
2014-09-21,18,False
2014-09-22,15,False
2014-09-23,16,False
2014-09-24,16,False
2014-09-25,17,False
2014-09-26,16,False
2014-09-27,17,False
2014-09-28,18,False
2014-09-29,15,False
2014-09-30,16,False
2014-10-01,16,False
2014-10-02,17,False
2014-10-03,18,False
2014-10-04,18,False
2014-10-05,17,False
2014-10-06,15,False
2014-10-07,15,False
2014-10-08,16,False
2014-10-09,16,False
2014-10-10,16,False
2014-10-11,17,False
2014-10-12,16,False
2014-10-13,16,False
2014-10-14,17,False
2014-10-15,15,False
2014-10-16,15,False
2014-10-17,15,False
2014-10-18,17,False
2014-10-19,18,False
2014-10-20,16,False
2014-10-21,15,False
2014-10-22,15,False
2014-10-23,15,False
2014-10-24,16,False
2014-10-25,17,False
2014-10-26,17,False
2014-10-27,17,False
2014-10-28,17,False
2014-10-29,17,False
2014-10-30,17,False
2014-10-31,16,False
2014-11-01,27,False
2014-11-02,33,False
2014-11-03,23,False
2014-11-04,21,False
2014-11-05,19,False
2014-11-06,19,False
2014-11-07,18,False
2014-11-08,19,False
2014-11-09,20,False
2014-11-10,17,False
2014-11-11,18,False
2014-11-12,17,False
2014-11-13,17,False
2014-11-14,17,False
2014-11-15,18,False
2014-11-16,19,False
2014-11-17,17,False
2014-11-18,16,False
2014-11-19,17,False
2014-11-20,17,False
2014-11-21,17,False
2014-11-22,16,False
2014-11-23,17,False
2014-11-24,16,False
2014-11-25,16,False
2014-11-26,16,False
2014-11-27,16,False
2014-11-28,19,False
2014-11-29,18,False
2014-11-30,18,False
2014-12-01,17,False
2014-12-02,16,False
2014-12-03,16,False
2014-12-04,16,False
2014-12-05,16,False
2014-12-06,17,False
2014-12-07,17,False
2014-12-08,17,False
2014-12-09,17,False
2014-12-10,16,False
2014-12-11,16,False
2014-12-12,16,False
2014-12-13,17,False
2014-12-14,18,False
2014-12-15,15,False
2014-12-16,16,False
2014-12-17,16,False
2014-12-18,16,False
2014-12-19,16,False
2014-12-20,17,False
2014-12-21,17,False
2014-12-22,16,False
2014-12-23,17,False
2014-12-24,16,False
2014-12-25,19,False
2014-12-26,18,False
2014-12-27,18,False
2014-12-28,18,False
2014-12-29,18,False
2014-12-30,18,False
2014-12-31,17,False
2015-01-01,19,False
2015-01-02,19,False
2015-01-03,19,False
2015-01-04,20,False
2015-01-05,19,False
2015-01-06,18,False
2015-01-07,17,False
2015-01-08,17,False
2015-01-09,17,False
2015-01-10,18,False
2015-01-11,19,False
2015-01-12,18,False
2015-01-13,17,False
2015-01-14,17,False
2015-01-15,17,False
2015-01-16,17,False
2015-01-17,18,False
2015-01-18,19,False
2015-01-19,17,False
2015-01-20,17,False
2015-01-21,16,False
2015-01-22,16,False
2015-01-23,16,False
2015-01-24,18,False
2015-01-25,19,False
2015-01-26,17,False
2015-01-27,17,False
2015-01-28,17,False
2015-01-29,17,False
2015-01-30,17,False
2015-01-31,18,False
2015-02-01,18,False
2015-02-02,20,False
2015-02-03,18,False
2015-02-04,18,False
2015-02-05,18,False
2015-02-06,19,False
2015-02-07,20,False
2015-02-08,19,False
2015-02-09,17,False
2015-02-10,17,False
2015-02-11,17,False
2015-02-12,17,False
2015-02-13,17,False
2015-02-14,17,False
2015-02-15,19,False
2015-02-16,18,False
2015-02-17,18,False
2015-02-18,18,False
2015-02-19,18,False
2015-02-20,18,False
2015-02-21,19,False
2015-02-22,20,False
2015-02-23,22,False
2015-02-24,18,False
2015-02-25,17,False
2015-02-26,18,False
2015-02-27,17,False
2015-02-28,19,False
2015-03-01,19,False
2015-03-02,18,False
2015-03-03,18,False
2015-03-04,18,False
2015-03-05,18,False
2015-03-06,19,False
2015-03-07,20,False
2015-03-08,20,False
2015-03-09,19,False
2015-03-10,19,False
2015-03-11,18,False
2015-03-12,19,False
2015-03-13,19,False
2015-03-14,21,False
2015-03-15,22,False
2015-03-16,19,False
2015-03-17,20,False
2015-03-18,20,False
2015-03-19,20,False
2015-03-20,20,False
2015-03-21,23,False
2015-03-22,27,False
2015-03-23,22,False
2015-03-24,22,False
2015-03-25,22,False
2015-03-26,23,False
2015-03-27,26,False
2015-03-28,30,False
2015-03-29,32,False
2015-03-30,29,False
2015-03-31,32,False
2015-04-01,43,False
2015-04-02,62,False
2015-04-03,88,False
2015-04-04,100,False
2015-04-05,98,False
2015-04-06,93,False
2015-04-07,74,False
2015-04-08,67,False
2015-04-09,58,False
2015-04-10,60,False
