date,FAST,isPartial
2012-06-04,62,False
2012-06-05,63,False
2012-06-06,64,False
2012-06-07,66,False
2012-06-08,64,False
2012-06-09,69,False
2012-06-10,74,False
2012-06-11,66,False
2012-06-12,65,False
2012-06-13,65,False
2012-06-14,65,False
2012-06-15,65,False
2012-06-16,72,False
2012-06-17,71,False
2012-06-18,65,False
2012-06-19,65,False
2012-06-20,75,False
2012-06-21,71,False
2012-06-22,66,False
2012-06-23,73,False
2012-06-24,72,False
2012-06-25,68,False
2012-06-26,64,False
2012-06-27,66,False
2012-06-28,70,False
2012-06-29,65,False
2012-06-30,70,False
2012-07-01,71,False
2012-07-02,64,False
2012-07-03,64,False
2012-07-04,62,False
2012-07-05,65,False
2012-07-06,68,False
2012-07-07,69,False
2012-07-08,72,False
2012-07-09,65,False
2012-07-10,65,False
2012-07-11,66,False
2012-07-12,68,False
2012-07-13,67,False
2012-07-14,72,False
2012-07-15,75,False
2012-07-16,69,False
2012-07-17,69,False
2012-07-18,69,False
2012-07-19,72,False
2012-07-20,72,False
2012-07-21,80,False
2012-07-22,81,False
2012-07-23,71,False
2012-07-24,69,False
2012-07-25,69,False
2012-07-26,68,False
2012-07-27,67,False
2012-07-28,74,False
2012-07-29,77,False
2012-07-30,69,False
2012-07-31,67,False
2012-08-01,67,False
2012-08-02,68,False
2012-08-03,69,False
2012-08-04,72,False
2012-08-05,77,False
2012-08-06,69,False
2012-08-07,70,False
2012-08-08,71,False
2012-08-09,69,False
2012-08-10,66,False
2012-08-11,72,False
2012-08-12,78,False
2012-08-13,73,False
2012-08-14,69,False
2012-08-15,71,False
2012-08-16,67,False
2012-08-17,70,False
2012-08-18,74,False
2012-08-19,76,False
2012-08-20,71,False
2012-08-21,71,False
2012-08-22,70,False
2012-08-23,66,False
2012-08-24,67,False
2012-08-25,69,False
2012-08-26,72,False
2012-08-27,65,False
2012-08-28,66,False
2012-08-29,65,False
2012-08-30,64,False
2012-08-31,62,False
2012-09-01,67,False
2012-09-02,72,False
2012-09-03,67,False
2012-09-04,66,False
2012-09-05,63,False
2012-09-06,63,False
2012-09-07,63,False
2012-09-08,70,False
2012-09-09,71,False
2012-09-10,64,False
2012-09-11,60,False
2012-09-12,64,False
2012-09-13,61,False
2012-09-14,60,False
2012-09-15,68,False
2012-09-16,70,False
2012-09-17,68,False
2012-09-18,62,False
2012-09-19,63,False
2012-09-20,61,False
2012-09-21,62,False
2012-09-22,69,False
2012-09-23,70,False
2012-09-24,62,False
2012-09-25,66,False
2012-09-26,66,False
2012-09-27,61,False
2012-09-28,61,False
2012-09-29,63,False
2012-09-30,67,False
2012-10-01,62,False
2012-10-02,60,False
2012-10-03,62,False
2012-10-04,58,False
2012-10-05,58,False
2012-10-06,59,False
2012-10-07,63,False
2012-10-08,57,False
2012-10-09,58,False
2012-10-10,60,False
2012-10-11,59,False
2012-10-12,59,False
2012-10-13,64,False
2012-10-14,67,False
2012-10-15,65,False
2012-10-16,59,False
2012-10-17,63,False
2012-10-18,60,False
2012-10-19,58,False
2012-10-20,64,False
2012-10-21,64,False
2012-10-22,61,False
2012-10-23,62,False
2012-10-24,59,False
2012-10-25,61,False
2012-10-26,59,False
2012-10-27,63,False
2012-10-28,61,False
2012-10-29,58,False
2012-10-30,59,False
2012-10-31,57,False
