date,FAST,isPartial
2013-02-19,31,False
2013-02-20,29,False
2013-02-21,29,False
2013-02-22,29,False
2013-02-23,32,False
2013-02-24,32,False
2013-02-25,28,False
2013-02-26,29,False
2013-02-27,29,False
2013-02-28,30,False
2013-03-01,29,False
2013-03-02,31,False
2013-03-03,33,False
2013-03-04,30,False
2013-03-05,29,False
2013-03-06,30,False
2013-03-07,29,False
2013-03-08,28,False
2013-03-09,30,False
2013-03-10,32,False
2013-03-11,29,False
2013-03-12,29,False
2013-03-13,28,False
2013-03-14,28,False
2013-03-15,27,False
2013-03-16,30,False
2013-03-17,31,False
2013-03-18,29,False
2013-03-19,30,False
2013-03-20,29,False
2013-03-21,29,False
2013-03-22,28,False
2013-03-23,31,False
2013-03-24,33,False
2013-03-25,30,False
2013-03-26,30,False
2013-03-27,29,False
2013-03-28,30,False
2013-03-29,32,False
2013-03-30,31,False
2013-03-31,32,False
2013-04-01,31,False
2013-04-02,30,False
2013-04-03,30,False
2013-04-04,30,False
2013-04-05,30,False
2013-04-06,31,False
2013-04-07,33,False
2013-04-08,30,False
2013-04-09,30,False
2013-04-10,30,False
2013-04-11,31,False
2013-04-12,30,False
2013-04-13,32,False
2013-04-14,35,False
2013-04-15,31,False
2013-04-16,30,False
2013-04-17,30,False
2013-04-18,30,False
2013-04-19,29,False
2013-04-20,31,False
2013-04-21,33,False
2013-04-22,31,False
2013-04-23,31,False
2013-04-24,31,False
2013-04-25,31,False
2013-04-26,30,False
2013-04-27,33,False
2013-04-28,36,False
2013-04-29,35,False
2013-04-30,34,False
2013-05-01,36,False
2013-05-02,33,False
2013-05-03,33,False
2013-05-04,35,False
2013-05-05,35,False
2013-05-06,34,False
2013-05-07,34,False
2013-05-08,35,False
2013-05-09,36,False
2013-05-10,35,False
2013-05-11,38,False
2013-05-12,38,False
2013-05-13,37,False
2013-05-14,37,False
2013-05-15,38,False
2013-05-16,38,False
2013-05-17,43,False
2013-05-18,52,False
2013-05-19,58,False
2013-05-20,53,False
2013-05-21,53,False
