date,stock
2016-05-04,32
2016-05-05,33
2016-05-06,31
2016-05-07,19
2016-05-08,17
2016-05-09,30
2016-05-10,32
2016-05-11,32
2016-05-12,32
2016-05-13,30
2016-05-14,18
2016-05-15,17
2016-05-16,31
2016-05-17,32
2016-05-18,31
2016-05-19,31
2016-05-20,29
2016-05-21,18
2016-05-22,17
2016-05-23,28
2016-05-24,30
2016-05-25,31
2016-05-26,31
2016-05-27,29
2016-05-28,18
2016-05-29,16
2016-05-30,20
2016-05-31,28
2016-06-01,30
2016-06-02,29
2016-06-03,28
2016-06-04,18
2016-06-05,17
2016-06-06,28
2016-06-07,30
2016-06-08,30
2016-06-09,30
2016-06-10,29
2016-06-11,17
2016-06-12,16
2016-06-13,30
2016-06-14,30
2016-06-15,30
2016-06-16,29
2016-06-17,28
2016-06-18,18
2016-06-19,17
2016-06-20,28
2016-06-21,30
2016-06-22,30
2016-06-23,31
2016-06-24,68
2016-06-25,27
2016-06-26,21
2016-06-27,42
2016-06-28,38
2016-06-29,35
2016-06-30,34
2016-07-01,32
2016-07-02,19
2016-07-03,17
2016-07-04,20
2016-07-05,29
2016-07-06,30
2016-07-07,30
2016-07-08,30
2016-07-09,20
2016-07-10,18
2016-07-11,36
2016-07-12,39
2016-07-13,37
2016-07-14,37
2016-07-15,33
2016-07-16,22
2016-07-17,19
2016-07-18,34
2016-07-19,35
2016-07-20,35
2016-07-21,34
2016-07-22,31
2016-07-23,20
2016-07-24,19
2016-07-25,34
2016-07-26,34
2016-07-27,35
2016-07-28,35
2016-07-29,33
2016-07-30,21
2016-07-31,18
2016-08-01,31
2016-08-02,33
2016-08-03,32
2016-08-04,33
2016-08-05,32
2016-08-06,19
2016-08-07,17
2016-08-08,30
2016-08-09,31
2016-08-10,31
2016-08-11,31
2016-08-12,29
2016-08-13,18
2016-08-14,16
2016-08-15,29
2016-08-16,31
2016-08-17,30
2016-08-18,30
2016-08-19,29
2016-08-20,18
2016-08-21,17
2016-08-22,29
2016-08-23,32
2016-08-24,31
2016-08-25,30
2016-08-26,30
2016-08-27,18
2016-08-28,18
2016-08-29,28
2016-08-30,31
2016-08-31,30
2016-09-01,30
2016-09-02,29
2016-09-03,18
2016-09-04,17
2016-09-05,19
2016-09-06,30
2016-09-07,33
2016-09-08,33
2016-09-09,32
2016-09-10,20
2016-09-11,18
2016-09-12,31
2016-09-13,32
2016-09-14,32
2016-09-15,32
2016-09-16,32
2016-09-17,19
2016-09-18,18
2016-09-19,30
2016-09-20,31
2016-09-21,33
2016-09-22,33
2016-09-23,32
2016-09-24,20
2016-09-25,18
2016-09-26,31
2016-09-27,32
2016-09-28,32
2016-09-29,34
2016-09-30,32
2016-10-01,20
2016-10-02,18
2016-10-03,30
2016-10-04,32
2016-10-05,32
2016-10-06,33
2016-10-07,30
2016-10-08,19
2016-10-09,18
2016-10-10,29
2016-10-11,33
2016-10-12,33
2016-10-13,32
2016-10-14,30
2016-10-15,19
2016-10-16,18
2016-10-17,30
2016-10-18,33
2016-10-19,32
2016-10-20,32
2016-10-21,31
2016-10-22,20
2016-10-23,18
2016-10-24,31
2016-10-25,33
2016-10-26,33
2016-10-27,34
2016-10-28,33
2016-10-29,19
2016-10-30,18
2016-10-31,31
2016-11-01,33
2016-11-02,34
2016-11-03,33
2016-11-04,32
2016-11-05,20
2016-11-06,18
2016-11-07,33
2016-11-08,33
2016-11-09,100
2016-11-10,51
2016-11-11,42
2016-11-12,24
2016-11-13,20
2016-11-14,37
2016-11-15,40
2016-11-16,40
2016-11-17,38
2016-11-18,36
2016-11-19,22
2016-11-20,20
2016-11-21,34
2016-11-22,37
2016-11-23,36
2016-11-24,26
2016-11-25,29
2016-11-26,21
2016-11-27,19
2016-11-28,32
2016-11-29,33
2016-11-30,36
2016-12-01,37
2016-12-02,34
2016-12-03,21
2016-12-04,20
2016-12-05,33
2016-12-06,36
2016-12-07,38
2016-12-08,39
2016-12-09,35
2016-12-10,22
2016-12-11,21
2016-12-12,35
2016-12-13,37
2016-12-14,37
2016-12-15,35
2016-12-16,34
2016-12-17,22
2016-12-18,19
2016-12-19,31
2016-12-20,34
2016-12-21,33
2016-12-22,32
2016-12-23,31
2016-12-24,21
2016-12-25,17
2016-12-26,24
2016-12-27,29
2016-12-28,32
2016-12-29,31
2016-12-30,31
2016-12-31,21
2017-01-01,18
2017-01-02,25
2017-01-03,34
2017-01-04,35
2017-01-05,35
2017-01-06,35
2017-01-07,22
2017-01-08,21
2017-01-09,33
2017-01-10,35
2017-01-11,35
2017-01-12,35
2017-01-13,35
2017-01-14,23
2017-01-15,21
2017-01-16,29
2017-01-17,34
2017-01-18,36
2017-01-19,35
