date,stock
2012-01-26,48
2012-01-27,45
2012-01-28,33
2012-01-29,32
2012-01-30,46
2012-01-31,48
2012-02-01,53
2012-02-02,58
2012-02-03,53
2012-02-04,36
2012-02-05,32
2012-02-06,46
2012-02-07,49
2012-02-08,50
2012-02-09,51
2012-02-10,49
2012-02-11,32
2012-02-12,30
2012-02-13,46
2012-02-14,48
2012-02-15,47
2012-02-16,49
2012-02-17,48
2012-02-18,33
2012-02-19,33
2012-02-20,43
2012-02-21,49
2012-02-22,49
2012-02-23,48
2012-02-24,46
2012-02-25,33
2012-02-26,30
2012-02-27,45
2012-02-28,48
2012-02-29,49
2012-03-01,47
2012-03-02,45
2012-03-03,32
2012-03-04,31
2012-03-05,44
2012-03-06,46
2012-03-07,46
2012-03-08,45
2012-03-09,45
2012-03-10,31
2012-03-11,31
2012-03-12,44
2012-03-13,47
2012-03-14,48
2012-03-15,49
2012-03-16,47
2012-03-17,31
2012-03-18,30
2012-03-19,50
2012-03-20,48
2012-03-21,46
2012-03-22,45
2012-03-23,43
2012-03-24,31
2012-03-25,31
2012-03-26,45
2012-03-27,46
2012-03-28,46
2012-03-29,44
2012-03-30,42
2012-03-31,30
2012-04-01,29
2012-04-02,46
2012-04-03,46
2012-04-04,46
2012-04-05,45
2012-04-06,39
2012-04-07,28
2012-04-08,27
2012-04-09,42
2012-04-10,46
2012-04-11,46
2012-04-12,46
2012-04-13,44
2012-04-14,30
2012-04-15,30
2012-04-16,44
2012-04-17,46
2012-04-18,45
2012-04-19,46
2012-04-20,42
2012-04-21,30
2012-04-22,29
2012-04-23,46
2012-04-24,46
2012-04-25,48
2012-04-26,47
2012-04-27,44
2012-04-28,30
2012-04-29,29
2012-04-30,45
2012-05-01,47
2012-05-02,46
2012-05-03,45
2012-05-04,44
2012-05-05,30
2012-05-06,28
2012-05-07,45
2012-05-08,44
2012-05-09,45
2012-05-10,44
2012-05-11,43
2012-05-12,29
2012-05-13,26
2012-05-14,44
2012-05-15,47
2012-05-16,46
2012-05-17,53
2012-05-18,100
2012-05-19,44
2012-05-20,34
2012-05-21,61
2012-05-22,65
2012-05-23,68
2012-05-24,58
2012-05-25,50
2012-05-26,31
2012-05-27,28
2012-05-28,33
2012-05-29,47
2012-05-30,52
2012-05-31,49
2012-06-01,49
2012-06-02,33
2012-06-03,29
2012-06-04,46
2012-06-05,46
2012-06-06,47
2012-06-07,46
2012-06-08,42
2012-06-09,29
2012-06-10,27
2012-06-11,42
2012-06-12,43
2012-06-13,42
2012-06-14,42
2012-06-15,39
2012-06-16,29
2012-06-17,27
2012-06-18,41
2012-06-19,43
2012-06-20,42
2012-06-21,42
2012-06-22,40
2012-06-23,28
2012-06-24,27
2012-06-25,39
2012-06-26,42
2012-06-27,42
2012-06-28,41
2012-06-29,41
2012-06-30,28
2012-07-01,27
2012-07-02,40
2012-07-03,43
2012-07-04,32
2012-07-05,39
2012-07-06,40
2012-07-07,28
2012-07-08,26
2012-07-09,40
2012-07-10,41
2012-07-11,42
2012-07-12,40
2012-07-13,40
2012-07-14,29
2012-07-15,28
2012-07-16,40
2012-07-17,43
2012-07-18,44
2012-07-19,43
2012-07-20,41
2012-07-21,29
2012-07-22,27
2012-07-23,41
2012-07-24,43
2012-07-25,45
2012-07-26,47
2012-07-27,47
2012-07-28,31
2012-07-29,28
2012-07-30,41
2012-07-31,43
2012-08-01,43
2012-08-02,44
2012-08-03,42
2012-08-04,29
2012-08-05,27
2012-08-06,40
2012-08-07,44
2012-08-08,42
2012-08-09,41
2012-08-10,41
2012-08-11,28
2012-08-12,27
2012-08-13,41
2012-08-14,43
2012-08-15,43
2012-08-16,45
2012-08-17,44
2012-08-18,30
2012-08-19,28
2012-08-20,42
2012-08-21,46
2012-08-22,44
2012-08-23,43
2012-08-24,41
2012-08-25,31
2012-08-26,28
2012-08-27,43
2012-08-28,42
2012-08-29,41
2012-08-30,40
2012-08-31,39
2012-09-01,28
2012-09-02,28
2012-09-03,32
2012-09-04,42
2012-09-05,42
2012-09-06,46
2012-09-07,46
2012-09-08,29
2012-09-09,29
2012-09-10,43
2012-09-11,45
2012-09-12,49
2012-09-13,48
2012-09-14,48
2012-09-15,32
2012-09-16,30
2012-09-17,46
2012-09-18,48
2012-09-19,47
2012-09-20,47
2012-09-21,45
2012-09-22,34
2012-09-23,31
2012-09-24,47
2012-09-25,47
2012-09-26,46
2012-09-27,47
2012-09-28,44
2012-09-29,30
2012-09-30,30
2012-10-01,46
2012-10-02,46
2012-10-03,47
2012-10-04,45
2012-10-05,45
2012-10-06,30
2012-10-07,29
2012-10-08,45
2012-10-09,46
2012-10-10,45
2012-10-11,45
2012-10-12,43
