date,stock
2010-08-24,69
2010-08-25,71
2010-08-26,71
2010-08-27,67
2010-08-28,44
2010-08-29,46
2010-08-30,67
2010-08-31,69
2010-09-01,71
2010-09-02,71
2010-09-03,69
2010-09-04,46
2010-09-05,46
2010-09-06,55
2010-09-07,70
2010-09-08,71
2010-09-09,71
2010-09-10,65
2010-09-11,46
2010-09-12,43
2010-09-13,72
2010-09-14,74
2010-09-15,72
2010-09-16,74
2010-09-17,69
2010-09-18,46
2010-09-19,47
2010-09-20,76
2010-09-21,81
2010-09-22,76
2010-09-23,76
2010-09-24,74
2010-09-25,51
2010-09-26,51
2010-09-27,78
2010-09-28,77
2010-09-29,76
2010-09-30,77
2010-10-01,74
2010-10-02,49
2010-10-03,49
2010-10-04,76
2010-10-05,81
2010-10-06,81
2010-10-07,78
2010-10-08,77
2010-10-09,53
2010-10-10,55
2010-10-11,81
2010-10-12,77
2010-10-13,80
2010-10-14,82
2010-10-15,76
2010-10-16,50
2010-10-17,49
2010-10-18,81
2010-10-19,82
2010-10-20,82
2010-10-21,82
2010-10-22,74
2010-10-23,49
2010-10-24,50
2010-10-25,79
2010-10-26,83
2010-10-27,79
2010-10-28,79
2010-10-29,73
2010-10-30,49
2010-10-31,47
2010-11-01,77
2010-11-02,79
2010-11-03,80
2010-11-04,87
2010-11-05,82
2010-11-06,54
2010-11-07,53
2010-11-08,81
2010-11-09,85
2010-11-10,84
2010-11-11,82
2010-11-12,78
2010-11-13,50
2010-11-14,50
2010-11-15,78
2010-11-16,82
2010-11-17,82
2010-11-18,100
2010-11-19,83
2010-11-20,52
2010-11-21,51
2010-11-22,76
2010-11-23,79
2010-11-24,77
2010-11-25,61
2010-11-26,64
2010-11-27,50
2010-11-28,49
2010-11-29,71
2010-11-30,81
2010-12-01,81
2010-12-02,81
2010-12-03,78
2010-12-04,52
2010-12-05,51
2010-12-06,79
2010-12-07,82
2010-12-08,81
2010-12-09,80
2010-12-10,75
2010-12-11,51
2010-12-12,52
2010-12-13,76
2010-12-14,79
2010-12-15,76
2010-12-16,75
2010-12-17,71
2010-12-18,51
2010-12-19,46
2010-12-20,71
2010-12-21,77
2010-12-22,76
2010-12-23,76
2010-12-24,60
2010-12-25,42
2010-12-26,47
2010-12-27,68
2010-12-28,72
2010-12-29,77
2010-12-30,80
2010-12-31,73
2011-01-01,49
2011-01-02,55
2011-01-03,82
2011-01-04,88
2011-01-05,84
2011-01-06,86
2011-01-07,82
2011-01-08,59
2011-01-09,55
2011-01-10,84
2011-01-11,87
2011-01-12,86
2011-01-13,87
2011-01-14,83
2011-01-15,61
2011-01-16,57
2011-01-17,82
2011-01-18,92
2011-01-19,87
2011-01-20,82
2011-01-21,82
2011-01-22,57
2011-01-23,51
2011-01-24,77
2011-01-25,82
2011-01-26,82
2011-01-27,83
2011-01-28,81
2011-01-29,57
2011-01-30,54
2011-01-31,82
2011-02-01,85
2011-02-02,81
2011-02-03,79
2011-02-04,77
2011-02-05,56
2011-02-06,53
2011-02-07,77
2011-02-08,85
2011-02-09,86
2011-02-10,86
2011-02-11,84
2011-02-12,58
2011-02-13,53
2011-02-14,79
2011-02-15,83
2011-02-16,85
2011-02-17,86
2011-02-18,81
2011-02-19,56
2011-02-20,54
2011-02-21,73
2011-02-22,82
2011-02-23,86
2011-02-24,84
2011-02-25,81
2011-02-26,53
2011-02-27,52
2011-02-28,78
2011-03-01,82
2011-03-02,81
2011-03-03,83
2011-03-04,79
2011-03-05,55
2011-03-06,53
2011-03-07,77
2011-03-08,81
2011-03-09,78
2011-03-10,78
2011-03-11,75
2011-03-12,52
2011-03-13,50
2011-03-14,79
2011-03-15,89
2011-03-16,86
2011-03-17,79
2011-03-18,73
2011-03-19,52
2011-03-20,54
2011-03-21,84
2011-03-22,80
2011-03-23,78
2011-03-24,78
2011-03-25,76
2011-03-26,55
2011-03-27,53
2011-03-28,77
2011-03-29,77
2011-03-30,80
2011-03-31,79
2011-04-01,78
2011-04-02,52
2011-04-03,54
2011-04-04,79
2011-04-05,82
2011-04-06,84
2011-04-07,78
2011-04-08,74
2011-04-09,50
2011-04-10,51
2011-04-11,79
2011-04-12,77
2011-04-13,77
2011-04-14,74
2011-04-15,73
2011-04-16,52
2011-04-17,53
2011-04-18,78
2011-04-19,78
2011-04-20,80
2011-04-21,83
2011-04-22,69
2011-04-23,50
2011-04-24,48
2011-04-25,78
2011-04-26,78
2011-04-27,79
2011-04-28,78
2011-04-29,71
2011-04-30,49
2011-05-01,48
2011-05-02,73
2011-05-03,74
2011-05-04,77
2011-05-05,75
2011-05-06,72
2011-05-07,50
2011-05-08,48
2011-05-09,73
2011-05-10,77
2011-05-11,75
