date,stock
2011-05-11,45
2011-05-12,42
2011-05-13,41
2011-05-14,27
2011-05-15,27
2011-05-16,41
2011-05-17,41
2011-05-18,43
2011-05-19,47
2011-05-20,42
2011-05-21,28
2011-05-22,27
2011-05-23,40
2011-05-24,40
2011-05-25,41
2011-05-26,40
2011-05-27,38
2011-05-28,26
2011-05-29,25
2011-05-30,30
2011-05-31,40
2011-06-01,42
2011-06-02,43
2011-06-03,40
2011-06-04,26
2011-06-05,26
2011-06-06,39
2011-06-07,40
2011-06-08,40
2011-06-09,38
2011-06-10,37
2011-06-11,27
2011-06-12,26
2011-06-13,39
2011-06-14,40
2011-06-15,42
2011-06-16,39
2011-06-17,38
2011-06-18,28
2011-06-19,26
2011-06-20,38
2011-06-21,41
2011-06-22,39
2011-06-23,40
2011-06-24,37
2011-06-25,26
2011-06-26,25
2011-06-27,37
2011-06-28,38
2011-06-29,40
2011-06-30,38
2011-07-01,37
2011-07-02,27
2011-07-03,25
2011-07-04,30
2011-07-05,38
2011-07-06,40
2011-07-07,40
2011-07-08,39
2011-07-09,28
2011-07-10,27
2011-07-11,39
2011-07-12,42
2011-07-13,42
2011-07-14,42
2011-07-15,39
2011-07-16,29
2011-07-17,27
2011-07-18,40
2011-07-19,44
2011-07-20,46
2011-07-21,43
2011-07-22,42
2011-07-23,28
2011-07-24,29
2011-07-25,43
2011-07-26,45
2011-07-27,44
2011-07-28,43
2011-07-29,41
2011-07-30,29
2011-07-31,28
2011-08-01,44
2011-08-02,47
2011-08-03,47
2011-08-04,65
2011-08-05,75
2011-08-06,38
2011-08-07,41
2011-08-08,100
2011-08-09,94
2011-08-10,73
2011-08-11,68
2011-08-12,55
2011-08-13,33
2011-08-14,32
2011-08-15,51
2011-08-16,48
2011-08-17,45
2011-08-18,54
2011-08-19,53
2011-08-20,32
2011-08-21,31
2011-08-22,47
2011-08-23,50
2011-08-24,49
2011-08-25,59
2011-08-26,45
2011-08-27,30
2011-08-28,27
2011-08-29,41
2011-08-30,43
2011-08-31,41
2011-09-01,41
2011-09-02,41
2011-09-03,27
2011-09-04,27
2011-09-05,32
2011-09-06,42
2011-09-07,44
2011-09-08,41
2011-09-09,40
2011-09-10,27
2011-09-11,25
2011-09-12,42
2011-09-13,42
2011-09-14,42
2011-09-15,43
2011-09-16,43
2011-09-17,28
2011-09-18,26
2011-09-19,44
2011-09-20,44
2011-09-21,44
2011-09-22,51
2011-09-23,49
2011-09-24,29
2011-09-25,28
2011-09-26,46
2011-09-27,47
2011-09-28,44
2011-09-29,44
2011-09-30,42
2011-10-01,28
2011-10-02,27
2011-10-03,46
2011-10-04,53
2011-10-05,48
2011-10-06,65
2011-10-07,47
2011-10-08,31
2011-10-09,31
2011-10-10,47
2011-10-11,47
2011-10-12,47
2011-10-13,45
2011-10-14,44
2011-10-15,30
2011-10-16,29
2011-10-17,45
2011-10-18,47
2011-10-19,46
2011-10-20,43
2011-10-21,42
2011-10-22,29
2011-10-23,28
2011-10-24,43
2011-10-25,46
2011-10-26,46
2011-10-27,50
2011-10-28,45
2011-10-29,29
2011-10-30,28
2011-10-31,44
2011-11-01,47
2011-11-02,45
2011-11-03,46
2011-11-04,45
2011-11-05,28
2011-11-06,28
2011-11-07,43
2011-11-08,44
2011-11-09,45
2011-11-10,45
2011-11-11,41
2011-11-12,28
2011-11-13,28
2011-11-14,43
2011-11-15,45
2011-11-16,44
2011-11-17,44
2011-11-18,41
2011-11-19,28
2011-11-20,29
2011-11-21,43
2011-11-22,44
2011-11-23,42
2011-11-24,34
2011-11-25,35
2011-11-26,27
2011-11-27,29
2011-11-28,42
2011-11-29,46
2011-11-30,49
2011-12-01,48
2011-12-02,44
2011-12-03,31
2011-12-04,30
2011-12-05,44
2011-12-06,49
2011-12-07,45
2011-12-08,43
2011-12-09,41
2011-12-10,28
2011-12-11,28
2011-12-12,42
2011-12-13,42
2011-12-14,42
2011-12-15,41
2011-12-16,39
2011-12-17,27
2011-12-18,26
2011-12-19,39
2011-12-20,41
2011-12-21,41
2011-12-22,40
2011-12-23,38
2011-12-24,28
2011-12-25,25
2011-12-26,34
2011-12-27,38
2011-12-28,39
2011-12-29,38
2011-12-30,38
2011-12-31,28
2012-01-01,25
2012-01-02,35
2012-01-03,42
2012-01-04,42
2012-01-05,43
2012-01-06,41
2012-01-07,30
2012-01-08,28
2012-01-09,40
2012-01-10,43
2012-01-11,44
2012-01-12,43
2012-01-13,42
2012-01-14,30
2012-01-15,30
2012-01-16,39
2012-01-17,42
2012-01-18,43
2012-01-19,46
2012-01-20,44
2012-01-21,32
2012-01-22,30
2012-01-23,41
2012-01-24,45
2012-01-25,47
2012-01-26,45
