date,stock
2011-09-18,27
2011-09-19,46
2011-09-20,46
2011-09-21,47
2011-09-22,54
2011-09-23,53
2011-09-24,31
2011-09-25,30
2011-09-26,49
2011-09-27,49
2011-09-28,47
2011-09-29,47
2011-09-30,44
2011-10-01,29
2011-10-02,29
2011-10-03,48
2011-10-04,55
2011-10-05,51
2011-10-06,68
2011-10-07,49
2011-10-08,33
2011-10-09,31
2011-10-10,49
2011-10-11,48
2011-10-12,50
2011-10-13,47
2011-10-14,47
2011-10-15,31
2011-10-16,32
2011-10-17,48
2011-10-18,49
2011-10-19,49
2011-10-20,45
2011-10-21,44
2011-10-22,31
2011-10-23,30
2011-10-24,47
2011-10-25,49
2011-10-26,48
2011-10-27,53
2011-10-28,48
2011-10-29,31
2011-10-30,30
2011-10-31,47
2011-11-01,49
2011-11-02,48
2011-11-03,48
2011-11-04,47
2011-11-05,30
2011-11-06,30
2011-11-07,43
2011-11-08,46
2011-11-09,47
2011-11-10,47
2011-11-11,43
2011-11-12,29
2011-11-13,29
2011-11-14,46
2011-11-15,48
2011-11-16,47
2011-11-17,46
2011-11-18,42
2011-11-19,29
2011-11-20,30
2011-11-21,45
2011-11-22,46
2011-11-23,44
2011-11-24,36
2011-11-25,37
2011-11-26,29
2011-11-27,29
2011-11-28,44
2011-11-29,48
2011-11-30,50
2011-12-01,50
2011-12-02,46
2011-12-03,31
2011-12-04,31
2011-12-05,46
2011-12-06,51
2011-12-07,48
2011-12-08,46
2011-12-09,44
2011-12-10,29
2011-12-11,29
2011-12-12,45
2011-12-13,44
2011-12-14,43
2011-12-15,43
2011-12-16,41
2011-12-17,29
2011-12-18,26
2011-12-19,41
2011-12-20,43
2011-12-21,43
2011-12-22,42
2011-12-23,40
2011-12-24,29
2011-12-25,26
2011-12-26,37
2011-12-27,40
2011-12-28,41
2011-12-29,40
2011-12-30,40
2011-12-31,29
2012-01-01,26
2012-01-02,36
2012-01-03,44
2012-01-04,44
2012-01-05,45
2012-01-06,43
2012-01-07,31
2012-01-08,29
2012-01-09,43
2012-01-10,45
2012-01-11,45
2012-01-12,45
2012-01-13,44
2012-01-14,32
2012-01-15,32
2012-01-16,41
2012-01-17,45
2012-01-18,45
2012-01-19,47
2012-01-20,46
2012-01-21,33
2012-01-22,30
2012-01-23,44
2012-01-24,47
2012-01-25,49
2012-01-26,47
2012-01-27,47
2012-01-28,34
2012-01-29,33
2012-01-30,46
2012-01-31,49
2012-02-01,53
2012-02-02,59
2012-02-03,54
2012-02-04,37
2012-02-05,33
2012-02-06,47
2012-02-07,49
2012-02-08,50
2012-02-09,51
2012-02-10,48
2012-02-11,32
2012-02-12,31
2012-02-13,46
2012-02-14,48
2012-02-15,48
2012-02-16,51
2012-02-17,49
2012-02-18,33
2012-02-19,32
2012-02-20,43
2012-02-21,50
2012-02-22,49
2012-02-23,48
2012-02-24,47
2012-02-25,33
2012-02-26,31
2012-02-27,46
2012-02-28,50
2012-02-29,48
2012-03-01,49
2012-03-02,46
2012-03-03,32
2012-03-04,32
2012-03-05,44
2012-03-06,47
2012-03-07,47
2012-03-08,46
2012-03-09,45
2012-03-10,32
2012-03-11,30
2012-03-12,44
2012-03-13,48
2012-03-14,50
2012-03-15,49
2012-03-16,47
2012-03-17,31
2012-03-18,31
2012-03-19,50
2012-03-20,49
2012-03-21,47
2012-03-22,46
2012-03-23,44
2012-03-24,31
2012-03-25,31
2012-03-26,45
2012-03-27,47
2012-03-28,46
2012-03-29,46
2012-03-30,43
2012-03-31,31
2012-04-01,30
2012-04-02,45
2012-04-03,46
2012-04-04,47
2012-04-05,45
2012-04-06,40
2012-04-07,29
2012-04-08,28
2012-04-09,42
2012-04-10,46
2012-04-11,46
2012-04-12,47
2012-04-13,45
2012-04-14,31
2012-04-15,30
2012-04-16,46
2012-04-17,47
2012-04-18,46
2012-04-19,47
2012-04-20,43
2012-04-21,29
2012-04-22,29
2012-04-23,46
2012-04-24,47
2012-04-25,48
2012-04-26,47
2012-04-27,44
2012-04-28,30
2012-04-29,29
2012-04-30,45
2012-05-01,48
2012-05-02,46
2012-05-03,46
2012-05-04,44
2012-05-05,30
2012-05-06,28
2012-05-07,45
2012-05-08,46
2012-05-09,45
2012-05-10,45
2012-05-11,43
2012-05-12,29
2012-05-13,28
2012-05-14,45
2012-05-15,47
2012-05-16,48
2012-05-17,54
2012-05-18,100
2012-05-19,44
2012-05-20,33
2012-05-21,61
2012-05-22,67
2012-05-23,69
2012-05-24,58
2012-05-25,49
2012-05-26,32
2012-05-27,29
2012-05-28,34
2012-05-29,48
2012-05-30,51
2012-05-31,49
2012-06-01,49
2012-06-02,33
2012-06-03,30
2012-06-04,47
