date,stock
2013-02-19,83
2013-02-20,85
2013-02-21,83
2013-02-22,79
2013-02-23,56
2013-02-24,52
2013-02-25,77
2013-02-26,82
2013-02-27,83
2013-02-28,86
2013-03-01,81
2013-03-02,57
2013-03-03,54
2013-03-04,80
2013-03-05,90
2013-03-06,91
2013-03-07,87
2013-03-08,86
2013-03-09,57
2013-03-10,53
2013-03-11,79
2013-03-12,83
2013-03-13,80
2013-03-14,84
2013-03-15,81
2013-03-16,54
2013-03-17,52
2013-03-18,80
2013-03-19,82
2013-03-20,82
2013-03-21,81
2013-03-22,78
2013-03-23,53
2013-03-24,52
2013-03-25,76
2013-03-26,80
2013-03-27,78
2013-03-28,82
2013-03-29,70
2013-03-30,49
2013-03-31,48
2013-04-01,71
2013-04-02,77
2013-04-03,79
2013-04-04,80
2013-04-05,77
2013-04-06,51
2013-04-07,50
2013-04-08,75
2013-04-09,80
2013-04-10,82
2013-04-11,83
2013-04-12,79
2013-04-13,55
2013-04-14,51
2013-04-15,81
2013-04-16,84
2013-04-17,82
2013-04-18,82
2013-04-19,76
2013-04-20,51
2013-04-21,50
2013-04-22,77
2013-04-23,85
2013-04-24,88
2013-04-25,85
2013-04-26,79
2013-04-27,52
2013-04-28,51
2013-04-29,79
2013-04-30,83
2013-05-01,83
2013-05-02,80
2013-05-03,83
2013-05-04,53
2013-05-05,50
2013-05-06,79
2013-05-07,83
2013-05-08,85
2013-05-09,86
2013-05-10,80
2013-05-11,53
2013-05-12,48
2013-05-13,78
2013-05-14,83
2013-05-15,88
2013-05-16,85
2013-05-17,81
2013-05-18,55
2013-05-19,52
2013-05-20,79
2013-05-21,85
2013-05-22,85
2013-05-23,83
2013-05-24,78
2013-05-25,50
2013-05-26,47
2013-05-27,56
2013-05-28,80
2013-05-29,82
2013-05-30,84
2013-05-31,77
2013-06-01,52
2013-06-02,50
2013-06-03,76
2013-06-04,78
2013-06-05,77
2013-06-06,79
2013-06-07,76
2013-06-08,52
2013-06-09,48
2013-06-10,76
2013-06-11,81
2013-06-12,77
2013-06-13,77
2013-06-14,73
2013-06-15,51
2013-06-16,48
2013-06-17,73
2013-06-18,77
2013-06-19,75
2013-06-20,84
2013-06-21,79
2013-06-22,52
2013-06-23,47
2013-06-24,76
2013-06-25,77
2013-06-26,76
2013-06-27,76
2013-06-28,76
2013-06-29,50
2013-06-30,47
2013-07-01,72
2013-07-02,76
2013-07-03,73
2013-07-04,55
2013-07-05,66
2013-07-06,50
2013-07-07,47
2013-07-08,74
2013-07-09,77
2013-07-10,77
2013-07-11,80
2013-07-12,78
2013-07-13,54
2013-07-14,48
2013-07-15,76
2013-07-16,79
2013-07-17,78
2013-07-18,82
2013-07-19,79
2013-07-20,53
2013-07-21,48
2013-07-22,75
2013-07-23,81
2013-07-24,84
2013-07-25,86
2013-07-26,80
2013-07-27,54
2013-07-28,51
2013-07-29,76
2013-07-30,81
2013-07-31,82
2013-08-01,84
2013-08-02,82
2013-08-03,55
2013-08-04,51
2013-08-05,78
2013-08-06,82
2013-08-07,82
2013-08-08,83
2013-08-09,78
2013-08-10,52
2013-08-11,49
2013-08-12,77
2013-08-13,83
2013-08-14,83
2013-08-15,82
2013-08-16,80
2013-08-17,53
2013-08-18,48
2013-08-19,76
2013-08-20,80
2013-08-21,77
2013-08-22,81
2013-08-23,78
2013-08-24,53
2013-08-25,48
2013-08-26,75
2013-08-27,80
2013-08-28,80
2013-08-29,78
2013-08-30,72
2013-08-31,49
2013-09-01,47
2013-09-02,56
2013-09-03,81
2013-09-04,80
2013-09-05,77
2013-09-06,73
2013-09-07,50
2013-09-08,48
2013-09-09,75
2013-09-10,86
2013-09-11,87
2013-09-12,86
2013-09-13,80
2013-09-14,52
2013-09-15,49
2013-09-16,80
2013-09-17,85
2013-09-18,91
2013-09-19,98
2013-09-20,97
2013-09-21,71
2013-09-22,69
2013-09-23,96
2013-09-24,97
2013-09-25,93
2013-09-26,93
2013-09-27,89
2013-09-28,64
2013-09-29,64
2013-09-30,89
2013-10-01,95
2013-10-02,90
2013-10-03,92
2013-10-04,88
2013-10-05,61
2013-10-06,59
2013-10-07,86
2013-10-08,91
2013-10-09,89
2013-10-10,91
2013-10-11,91
2013-10-12,63
2013-10-13,61
2013-10-14,85
2013-10-15,88
2013-10-16,92
2013-10-17,94
2013-10-18,100
2013-10-19,64
2013-10-20,58
2013-10-21,91
2013-10-22,98
2013-10-23,94
2013-10-24,93
2013-10-25,91
2013-10-26,60
2013-10-27,56
2013-10-28,88
2013-10-29,93
2013-10-30,95
2013-10-31,90
2013-11-01,87
2013-11-02,60
2013-11-03,57
2013-11-04,88
2013-11-05,91
2013-11-06,95
