date,NFLX
2014-12-01,4
2014-12-02,8
2014-12-03,6
2014-12-04,5
2014-12-05,5
2014-12-06,2
2014-12-07,2
2014-12-08,5
2014-12-09,4
2014-12-10,5
2014-12-11,4
2014-12-12,5
2014-12-13,2
2014-12-14,1
2014-12-15,4
2014-12-16,6
2014-12-17,6
2014-12-18,8
2014-12-19,5
2014-12-20,3
2014-12-21,1
2014-12-22,5
2014-12-23,4
2014-12-24,3
2014-12-25,1
2014-12-26,2
2014-12-27,3
2014-12-28,1
2014-12-29,4
2014-12-30,5
2014-12-31,6
2015-01-01,2
2015-01-02,5
2015-01-03,3
2015-01-04,2
2015-01-05,5
2015-01-06,6
2015-01-07,5
2015-01-08,6
2015-01-09,6
2015-01-10,1
2015-01-11,2
2015-01-12,5
2015-01-13,4
2015-01-14,5
2015-01-15,4
2015-01-16,7
2015-01-17,3
2015-01-18,1
2015-01-19,3
2015-01-20,27
2015-01-21,43
2015-01-22,21
2015-01-23,17
2015-01-24,4
2015-01-25,3
2015-01-26,9
2015-01-27,10
2015-01-28,13
2015-01-29,10
2015-01-30,9
2015-01-31,3
2015-02-01,1
2015-02-02,8
2015-02-03,7
2015-02-04,7
2015-02-05,10
2015-02-06,6
2015-02-07,2
2015-02-08,1
2015-02-09,5
2015-02-10,7
2015-02-11,5
2015-02-12,5
2015-02-13,7
2015-02-14,2
2015-02-15,1
2015-02-16,2
2015-02-17,6
2015-02-18,6
2015-02-19,4
2015-02-20,6
2015-02-21,1
2015-02-22,1
2015-02-23,5
2015-02-24,4
2015-02-25,6
2015-02-26,10
2015-02-27,9
2015-02-28,2
2015-03-01,1
2015-03-02,6
2015-03-03,5
2015-03-04,4
2015-03-05,4
2015-03-06,6
2015-03-07,2
2015-03-08,1
2015-03-09,5
2015-03-10,6
2015-03-11,6
2015-03-12,4
2015-03-13,5
2015-03-14,2
2015-03-15,1
2015-03-16,6
2015-03-17,10
2015-03-18,7
2015-03-19,5
2015-03-20,6
2015-03-21,1
2015-03-22,1
2015-03-23,6
2015-03-24,7
2015-03-25,5
2015-03-26,5
2015-03-27,5
2015-03-28,2
2015-03-29,1
2015-03-30,4
2015-03-31,5
2015-04-01,4
2015-04-02,4
2015-04-03,2
2015-04-04,1
2015-04-05,2
2015-04-06,4
2015-04-07,7
2015-04-08,6
2015-04-09,8
2015-04-10,10
2015-04-11,5
2015-04-12,2
2015-04-13,16
2015-04-14,15
2015-04-15,35
2015-04-16,62
2015-04-17,38
2015-04-18,10
2015-04-19,3
2015-04-20,17
2015-04-21,13
2015-04-22,11
2015-04-23,7
2015-04-24,8
2015-04-25,3
2015-04-26,2
2015-04-27,11
2015-04-28,9
2015-04-29,7
2015-04-30,5
2015-05-01,6
2015-05-02,4
2015-05-03,3
2015-05-04,6
2015-05-05,9
2015-05-06,6
2015-05-07,5
2015-05-08,5
2015-05-09,2
2015-05-10,2
2015-05-11,8
2015-05-12,7
2015-05-13,7
2015-05-14,6
2015-05-15,27
2015-05-16,5
2015-05-17,3
2015-05-18,11
2015-05-19,9
2015-05-20,7
2015-05-21,8
2015-05-22,6
2015-05-23,4
2015-05-24,1
2015-05-25,1
2015-05-26,7
2015-05-27,7
2015-05-28,7
2015-05-29,7
2015-05-30,1
2015-05-31,2
2015-06-01,6
2015-06-02,5
2015-06-03,5
2015-06-04,6
2015-06-05,7
2015-06-06,2
2015-06-07,2
2015-06-08,4
2015-06-09,11
2015-06-10,25
2015-06-11,15
2015-06-12,11
2015-06-13,3
2015-06-14,2
2015-06-15,9
2015-06-16,9
2015-06-17,8
2015-06-18,9
2015-06-19,9
2015-06-20,3
2015-06-21,2
2015-06-22,10
2015-06-23,20
2015-06-24,51
2015-06-25,29
2015-06-26,22
2015-06-27,6
2015-06-28,4
2015-06-29,16
2015-06-30,16
2015-07-01,12
2015-07-02,12
2015-07-03,6
2015-07-04,2
2015-07-05,3
2015-07-06,11
2015-07-07,15
2015-07-08,14
2015-07-09,13
2015-07-10,18
2015-07-11,6
2015-07-12,4
2015-07-13,24
2015-07-14,33
2015-07-15,81
2015-07-16,100
2015-07-17,57
2015-07-18,14
2015-07-19,8
2015-07-20,29
2015-07-21,27
2015-07-22,24
2015-07-23,20
2015-07-24,21
2015-07-25,5
2015-07-26,5
2015-07-27,15
2015-07-28,18
2015-07-29,14
2015-07-30,18
2015-07-31,18
2015-08-01,4
2015-08-02,2
2015-08-03,15
2015-08-04,29
2015-08-05,36
2015-08-06,29
2015-08-07,29
2015-08-08,8
2015-08-09,5
2015-08-10,21
2015-08-11,22
2015-08-12,21
2015-08-13,19
2015-08-14,21
2015-08-15,7
2015-08-16,4
2015-08-17,17
2015-08-18,15
