date,NFLX
2016-08-02,17
2016-08-03,17
2016-08-04,17
2016-08-05,28
2016-08-06,5
2016-08-07,4
2016-08-08,19
2016-08-09,18
2016-08-10,16
2016-08-11,17
2016-08-12,13
2016-08-13,3
2016-08-14,3
2016-08-15,17
2016-08-16,12
2016-08-17,11
2016-08-18,10
2016-08-19,13
2016-08-20,4
2016-08-21,2
2016-08-22,10
2016-08-23,14
2016-08-24,14
2016-08-25,15
2016-08-26,12
2016-08-27,3
2016-08-28,2
2016-08-29,11
2016-08-30,12
2016-08-31,9
2016-09-01,11
2016-09-02,14
2016-09-03,2
2016-09-04,2
2016-09-05,2
2016-09-06,13
2016-09-07,15
2016-09-08,13
2016-09-09,12
2016-09-10,4
2016-09-11,2
2016-09-12,11
2016-09-13,15
2016-09-14,11
2016-09-15,12
2016-09-16,12
2016-09-17,4
2016-09-18,3
2016-09-19,14
2016-09-20,13
2016-09-21,21
2016-09-22,13
2016-09-23,14
2016-09-24,3
2016-09-25,2
2016-09-26,8
2016-09-27,13
2016-09-28,15
2016-09-29,10
2016-09-30,10
2016-10-01,2
2016-10-02,4
2016-10-03,20
2016-10-04,23
2016-10-05,20
2016-10-06,17
2016-10-07,18
2016-10-08,5
2016-10-09,2
2016-10-10,13
2016-10-11,15
2016-10-12,13
2016-10-13,14
2016-10-14,13
2016-10-15,4
2016-10-16,3
2016-10-17,76
2016-10-18,100
2016-10-19,42
2016-10-20,25
2016-10-21,26
2016-10-22,7
2016-10-23,3
2016-10-24,21
2016-10-25,20
2016-10-26,18
2016-10-27,14
2016-10-28,13
2016-10-29,5
2016-10-30,3
2016-10-31,14
2016-11-01,12
2016-11-02,13
2016-11-03,8
2016-11-04,10
2016-11-05,5
2016-11-06,2
2016-11-07,12
2016-11-08,11
2016-11-09,14
2016-11-10,17
2016-11-11,16
2016-11-12,4
2016-11-13,2
2016-11-14,13
2016-11-15,17
2016-11-16,12
2016-11-17,13
2016-11-18,11
2016-11-19,3
2016-11-20,2
2016-11-21,10
2016-11-22,9
2016-11-23,6
2016-11-24,3
2016-11-25,6
2016-11-26,2
2016-11-27,2
2016-11-28,6
2016-11-29,6
2016-11-30,10
2016-12-01,10
2016-12-02,9
2016-12-03,3
2016-12-04,2
2016-12-05,11
2016-12-06,13
2016-12-07,13
2016-12-08,10
2016-12-09,11
2016-12-10,2
2016-12-11,2
2016-12-12,9
2016-12-13,10
2016-12-14,10
2016-12-15,11
2016-12-16,9
2016-12-17,1
2016-12-18,2
2016-12-19,8
2016-12-20,7
2016-12-21,9
2016-12-22,8
2016-12-23,9
2016-12-24,3
2016-12-25,1
2016-12-26,2
2016-12-27,7
2016-12-28,9
2016-12-29,6
2016-12-30,7
2016-12-31,3
2017-01-01,1
2017-01-02,3
2017-01-03,8
2017-01-04,10
2017-01-05,9
2017-01-06,14
2017-01-07,7
2017-01-08,3
2017-01-09,10
2017-01-10,10
2017-01-11,11
2017-01-12,9
2017-01-13,11
2017-01-14,6
2017-01-15,7
2017-01-16,8
2017-01-17,22
2017-01-18,62
2017-01-19,75
2017-01-20,25
2017-01-21,6
2017-01-22,6
2017-01-23,17
2017-01-24,12
2017-01-25,14
2017-01-26,13
2017-01-27,11
2017-01-28,3
2017-01-29,3
2017-01-30,9
2017-01-31,12
2017-02-01,11
2017-02-02,10
2017-02-03,12
2017-02-04,3
2017-02-05,2
2017-02-06,8
2017-02-07,12
2017-02-08,12
2017-02-09,15
2017-02-10,13
2017-02-11,4
2017-02-12,3
2017-02-13,12
2017-02-14,13
2017-02-15,14
2017-02-16,11
2017-02-17,11
2017-02-18,3
2017-02-19,2
2017-02-20,2
2017-02-21,12
2017-02-22,12
2017-02-23,8
2017-02-24,8
2017-02-25,2
2017-02-26,2
2017-02-27,10
2017-02-28,10
2017-03-01,9
2017-03-02,10
2017-03-03,8
2017-03-04,2
2017-03-05,2
2017-03-06,9
2017-03-07,9
2017-03-08,7
2017-03-09,9
2017-03-10,8
2017-03-11,2
2017-03-12,1
2017-03-13,7
2017-03-14,7
2017-03-15,8
2017-03-16,9
2017-03-17,8
2017-03-18,3
2017-03-19,2
2017-03-20,8
2017-03-21,12
2017-03-22,9
2017-03-23,9
2017-03-24,6
2017-03-25,2
2017-03-26,2
2017-03-27,9
2017-03-28,7
2017-03-29,7
2017-03-30,9
2017-03-31,9
2017-04-01,2
2017-04-02,2
2017-04-03,8
2017-04-04,8
2017-04-05,10
2017-04-06,8
2017-04-07,6
2017-04-08,3
2017-04-09,2
2017-04-10,8
2017-04-11,9
2017-04-12,9
2017-04-13,11
2017-04-14,5
2017-04-15,3
2017-04-16,3
2017-04-17,60
2017-04-18,45
