date,NFLX
2017-01-19,100
2017-01-20,33
2017-01-21,13
2017-01-22,5
2017-01-23,21
2017-01-24,23
2017-01-25,23
2017-01-26,19
2017-01-27,19
2017-01-28,8
2017-01-29,4
2017-01-30,13
2017-01-31,14
2017-02-01,16
2017-02-02,15
2017-02-03,17
2017-02-04,5
2017-02-05,2
2017-02-06,13
2017-02-07,17
2017-02-08,18
2017-02-09,22
2017-02-10,19
2017-02-11,6
2017-02-12,5
2017-02-13,16
2017-02-14,20
2017-02-15,20
2017-02-16,16
2017-02-17,14
2017-02-18,4
2017-02-19,4
2017-02-20,4
2017-02-21,16
2017-02-22,12
2017-02-23,14
2017-02-24,11
2017-02-25,3
2017-02-26,3
2017-02-27,15
2017-02-28,12
2017-03-01,14
2017-03-02,14
2017-03-03,14
2017-03-04,3
2017-03-05,3
2017-03-06,17
2017-03-07,13
2017-03-08,10
2017-03-09,10
2017-03-10,12
2017-03-11,4
2017-03-12,2
2017-03-13,13
2017-03-14,12
2017-03-15,11
2017-03-16,12
2017-03-17,13
2017-03-18,5
2017-03-19,4
2017-03-20,12
2017-03-21,15
2017-03-22,13
2017-03-23,13
2017-03-24,11
2017-03-25,4
2017-03-26,3
2017-03-27,13
2017-03-28,11
2017-03-29,12
2017-03-30,13
2017-03-31,12
2017-04-01,4
