date,NFLX
2015-04-10,9
2015-04-11,4
2015-04-12,2
2015-04-13,13
2015-04-14,11
2015-04-15,38
2015-04-16,57
2015-04-17,36
2015-04-18,9
2015-04-19,4
2015-04-20,14
2015-04-21,16
2015-04-22,11
2015-04-23,10
2015-04-24,10
2015-04-25,2
2015-04-26,2
2015-04-27,8
2015-04-28,9
2015-04-29,8
2015-04-30,6
2015-05-01,8
2015-05-02,3
2015-05-03,2
2015-05-04,5
2015-05-05,8
2015-05-06,8
2015-05-07,6
2015-05-08,4
2015-05-09,2
2015-05-10,2
2015-05-11,7
2015-05-12,8
2015-05-13,5
2015-05-14,7
2015-05-15,23
2015-05-16,6
2015-05-17,3
2015-05-18,9
2015-05-19,7
2015-05-20,8
2015-05-21,9
2015-05-22,7
2015-05-23,2
2015-05-24,2
2015-05-25,1
2015-05-26,6
2015-05-27,9
2015-05-28,6
2015-05-29,7
2015-05-30,2
2015-05-31,2
2015-06-01,7
2015-06-02,6
2015-06-03,7
2015-06-04,7
2015-06-05,5
2015-06-06,2
2015-06-07,2
2015-06-08,7
2015-06-09,11
2015-06-10,25
2015-06-11,17
2015-06-12,9
2015-06-13,3
2015-06-14,2
2015-06-15,9
2015-06-16,9
2015-06-17,9
2015-06-18,10
2015-06-19,10
2015-06-20,3
2015-06-21,2
2015-06-22,10
2015-06-23,21
2015-06-24,55
2015-06-25,29
2015-06-26,22
2015-06-27,6
2015-06-28,5
2015-06-29,18
2015-06-30,17
2015-07-01,14
2015-07-02,12
2015-07-03,5
2015-07-04,2
2015-07-05,3
2015-07-06,9
2015-07-07,13
2015-07-08,13
2015-07-09,11
2015-07-10,17
2015-07-11,4
2015-07-12,3
2015-07-13,25
2015-07-14,31
2015-07-15,75
2015-07-16,100
2015-07-17,56
2015-07-18,12
2015-07-19,8
2015-07-20,28
2015-07-21,25
2015-07-22,23
2015-07-23,17
2015-07-24,21
2015-07-25,6
2015-07-26,4
2015-07-27,14
2015-07-28,17
2015-07-29,14
2015-07-30,16
2015-07-31,17
2015-08-01,6
2015-08-02,2
2015-08-03,15
2015-08-04,28
2015-08-05,35
2015-08-06,29
2015-08-07,28
2015-08-08,7
2015-08-09,5
2015-08-10,18
2015-08-11,18
2015-08-12,19
2015-08-13,19
2015-08-14,17
2015-08-15,7
2015-08-16,3
2015-08-17,16
2015-08-18,16
2015-08-19,15
2015-08-20,26
2015-08-21,35
2015-08-22,10
2015-08-23,5
2015-08-24,53
2015-08-25,63
2015-08-26,42
2015-08-27,42
2015-08-28,37
2015-08-29,8
2015-08-30,4
2015-08-31,24
2015-09-01,37
2015-09-02,38
2015-09-03,36
2015-09-04,31
2015-09-05,7
2015-09-06,4
2015-09-07,4
2015-09-08,37
2015-09-09,38
2015-09-10,27
2015-09-11,21
2015-09-12,5
2015-09-13,5
2015-09-14,19
2015-09-15,22
2015-09-16,24
2015-09-17,26
2015-09-18,21
2015-09-19,5
2015-09-20,4
2015-09-21,17
2015-09-22,17
2015-09-23,16
2015-09-24,22
2015-09-25,19
2015-09-26,4
2015-09-27,2
2015-09-28,14
2015-09-29,17
2015-09-30,19
2015-10-01,19
2015-10-02,18
2015-10-03,5
2015-10-04,3
2015-10-05,21
2015-10-06,17
2015-10-07,18
2015-10-08,25
2015-10-09,26
2015-10-10,6
2015-10-11,4
2015-10-12,18
2015-10-13,23
2015-10-14,54
2015-10-15,59
2015-10-16,34
2015-10-17,6
2015-10-18,4
2015-10-19,27
2015-10-20,22
2015-10-21,17
2015-10-22,20
2015-10-23,21
2015-10-24,5
2015-10-25,2
2015-10-26,17
2015-10-27,16
2015-10-28,17
2015-10-29,15
2015-10-30,15
2015-10-31,5
2015-11-01,3
2015-11-02,13
2015-11-03,16
2015-11-04,19
2015-11-05,16
2015-11-06,11
2015-11-07,4
2015-11-08,2
2015-11-09,12
2015-11-10,12
2015-11-11,13
2015-11-12,12
2015-11-13,13
2015-11-14,5
2015-11-15,1
2015-11-16,11
2015-11-17,15
2015-11-18,20
2015-11-19,18
2015-11-20,15
2015-11-21,5
2015-11-22,2
2015-11-23,13
2015-11-24,14
2015-11-25,13
2015-11-26,4
2015-11-27,9
2015-11-28,3
2015-11-29,2
2015-11-30,11
2015-12-01,12
2015-12-02,19
2015-12-03,19
2015-12-04,14
2015-12-05,6
2015-12-06,3
2015-12-07,13
2015-12-08,19
2015-12-09,12
2015-12-10,15
2015-12-11,14
2015-12-12,5
2015-12-13,2
2015-12-14,11
2015-12-15,12
2015-12-16,14
2015-12-17,15
2015-12-18,15
2015-12-19,4
2015-12-20,2
2015-12-21,10
2015-12-22,12
2015-12-23,12
2015-12-24,11
2015-12-25,4
2015-12-26,3
