date,NFLX
2015-08-18,22
2015-08-19,24
2015-08-20,37
2015-08-21,43
2015-08-22,14
2015-08-23,9
2015-08-24,70
2015-08-25,85
2015-08-26,56
2015-08-27,60
2015-08-28,48
2015-08-29,12
2015-08-30,6
2015-08-31,36
2015-09-01,44
2015-09-02,58
2015-09-03,51
2015-09-04,45
2015-09-05,9
2015-09-06,6
2015-09-07,7
2015-09-08,50
2015-09-09,58
2015-09-10,36
2015-09-11,31
2015-09-12,8
2015-09-13,6
2015-09-14,25
2015-09-15,37
2015-09-16,34
2015-09-17,31
2015-09-18,29
2015-09-19,8
2015-09-20,7
2015-09-21,25
2015-09-22,29
2015-09-23,22
2015-09-24,37
2015-09-25,31
2015-09-26,7
2015-09-27,7
2015-09-28,23
2015-09-29,26
2015-09-30,25
2015-10-01,26
2015-10-02,27
2015-10-03,7
2015-10-04,4
2015-10-05,32
2015-10-06,28
2015-10-07,25
2015-10-08,36
2015-10-09,39
2015-10-10,11
2015-10-11,7
2015-10-12,27
2015-10-13,34
2015-10-14,92
2015-10-15,87
2015-10-16,51
2015-10-17,9
2015-10-18,6
2015-10-19,35
2015-10-20,29
2015-10-21,26
2015-10-22,30
2015-10-23,30
2015-10-24,5
2015-10-25,5
2015-10-26,24
2015-10-27,27
2015-10-28,26
2015-10-29,25
2015-10-30,25
2015-10-31,7
2015-11-01,5
2015-11-02,21
2015-11-03,22
2015-11-04,28
2015-11-05,24
2015-11-06,20
2015-11-07,6
2015-11-08,5
2015-11-09,19
2015-11-10,17
2015-11-11,16
2015-11-12,19
2015-11-13,21
2015-11-14,6
2015-11-15,2
2015-11-16,16
2015-11-17,28
2015-11-18,31
2015-11-19,31
2015-11-20,26
2015-11-21,9
2015-11-22,2
2015-11-23,23
2015-11-24,22
2015-11-25,16
2015-11-26,7
2015-11-27,12
2015-11-28,5
2015-11-29,4
2015-11-30,17
2015-12-01,16
2015-12-02,30
2015-12-03,29
2015-12-04,21
2015-12-05,9
2015-12-06,5
2015-12-07,22
2015-12-08,27
2015-12-09,20
2015-12-10,19
2015-12-11,20
2015-12-12,8
2015-12-13,3
2015-12-14,20
2015-12-15,19
2015-12-16,19
2015-12-17,20
2015-12-18,20
2015-12-19,6
2015-12-20,3
2015-12-21,16
2015-12-22,17
2015-12-23,16
2015-12-24,13
2015-12-25,7
2015-12-26,3
2015-12-27,4
2015-12-28,18
2015-12-29,17
2015-12-30,17
2015-12-31,11
2016-01-01,5
2016-01-02,5
2016-01-03,3
2016-01-04,29
2016-01-05,29
2016-01-06,55
2016-01-07,59
2016-01-08,34
2016-01-09,8
2016-01-10,6
2016-01-11,26
2016-01-12,24
2016-01-13,36
2016-01-14,35
2016-01-15,35
2016-01-16,9
2016-01-17,8
2016-01-18,10
2016-01-19,75
2016-01-20,87
2016-01-21,43
2016-01-22,40
2016-01-23,10
2016-01-24,5
2016-01-25,23
2016-01-26,27
2016-01-27,28
2016-01-28,34
2016-01-29,32
2016-01-30,9
2016-01-31,5
2016-02-01,28
2016-02-02,27
2016-02-03,28
2016-02-04,28
2016-02-05,36
2016-02-06,14
2016-02-07,7
2016-02-08,30
2016-02-09,27
2016-02-10,30
2016-02-11,31
2016-02-12,23
2016-02-13,8
2016-02-14,4
2016-02-15,7
2016-02-16,19
2016-02-17,25
2016-02-18,22
2016-02-19,17
2016-02-20,7
2016-02-21,4
2016-02-22,20
2016-02-23,19
2016-02-24,21
2016-02-25,16
2016-02-26,21
2016-02-27,4
2016-02-28,2
2016-02-29,17
2016-03-01,21
2016-03-02,23
2016-03-03,20
2016-03-04,25
2016-03-05,5
2016-03-06,6
2016-03-07,24
2016-03-08,26
2016-03-09,18
2016-03-10,17
2016-03-11,19
2016-03-12,6
2016-03-13,3
2016-03-14,16
2016-03-15,16
2016-03-16,16
2016-03-17,21
2016-03-18,15
2016-03-19,4
2016-03-20,4
2016-03-21,15
2016-03-22,14
2016-03-23,13
2016-03-24,12
2016-03-25,7
2016-03-26,3
2016-03-27,1
2016-03-28,16
2016-03-29,18
2016-03-30,23
2016-03-31,17
2016-04-01,16
2016-04-02,6
2016-04-03,3
2016-04-04,16
2016-04-05,16
2016-04-06,17
2016-04-07,15
2016-04-08,15
2016-04-09,6
2016-04-10,4
2016-04-11,13
2016-04-12,15
2016-04-13,22
2016-04-14,22
2016-04-15,25
2016-04-16,7
2016-04-17,4
2016-04-18,85
2016-04-19,100
2016-04-20,48
2016-04-21,35
2016-04-22,25
2016-04-23,7
2016-04-24,4
2016-04-25,22
2016-04-26,21
2016-04-27,25
2016-04-28,21
2016-04-29,26
2016-04-30,8
2016-05-01,3
2016-05-02,23
2016-05-03,21
2016-05-04,21
