date,NFLX
2014-03-16,1
2014-03-17,6
2014-03-18,8
2014-03-19,8
2014-03-20,7
2014-03-21,8
2014-03-22,2
2014-03-23,2
2014-03-24,17
2014-03-25,17
2014-03-26,14
2014-03-27,13
2014-03-28,11
2014-03-29,3
2014-03-30,3
2014-03-31,11
2014-04-01,10
2014-04-02,11
2014-04-03,11
2014-04-04,13
2014-04-05,2
2014-04-06,2
2014-04-07,16
2014-04-08,11
2014-04-09,9
2014-04-10,13
2014-04-11,16
2014-04-12,2
2014-04-13,2
2014-04-14,10
2014-04-15,9
2014-04-16,11
2014-04-17,10
2014-04-18,6
2014-04-19,2
2014-04-20,3
2014-04-21,42
2014-04-22,41
2014-04-23,23
2014-04-24,18
2014-04-25,16
2014-04-26,4
2014-04-27,3
2014-04-28,15
2014-04-29,11
2014-04-30,11
2014-05-01,14
2014-05-02,10
2014-05-03,2
2014-05-04,2
2014-05-05,7
2014-05-06,8
2014-05-07,8
2014-05-08,8
2014-05-09,12
2014-05-10,2
2014-05-11,2
2014-05-12,11
2014-05-13,12
2014-05-14,9
2014-05-15,8
2014-05-16,7
2014-05-17,3
2014-05-18,2
2014-05-19,14
2014-05-20,11
2014-05-21,14
2014-05-22,14
2014-05-23,13
2014-05-24,4
2014-05-25,1
2014-05-26,3
2014-05-27,11
2014-05-28,7
2014-05-29,13
2014-05-30,11
2014-05-31,3
2014-06-01,1
2014-06-02,7
2014-06-03,9
2014-06-04,9
2014-06-05,8
2014-06-06,9
2014-06-07,4
2014-06-08,1
2014-06-09,9
2014-06-10,10
2014-06-11,5
2014-06-12,8
2014-06-13,8
2014-06-14,2
2014-06-15,1
2014-06-16,7
2014-06-17,9
2014-06-18,8
2014-06-19,10
2014-06-20,12
2014-06-21,2
2014-06-22,1
2014-06-23,5
2014-06-24,8
2014-06-25,6
2014-06-26,6
2014-06-27,6
2014-06-28,2
2014-06-29,2
2014-06-30,5
2014-07-01,16
2014-07-02,13
2014-07-03,7
2014-07-04,3
2014-07-05,2
2014-07-06,1
2014-07-07,6
2014-07-08,8
2014-07-09,11
2014-07-10,7
2014-07-11,10
2014-07-12,3
2014-07-13,1
2014-07-14,8
2014-07-15,9
2014-07-16,8
2014-07-17,6
2014-07-18,8
2014-07-19,2
2014-07-20,2
2014-07-21,38
2014-07-22,34
2014-07-23,14
2014-07-24,13
2014-07-25,9
2014-07-26,3
2014-07-27,2
2014-07-28,8
2014-07-29,7
2014-07-30,6
2014-07-31,10
2014-08-01,10
2014-08-02,3
2014-08-03,1
2014-08-04,4
2014-08-05,7
2014-08-06,5
2014-08-07,9
2014-08-08,10
2014-08-09,2
2014-08-10,2
2014-08-11,7
2014-08-12,5
2014-08-13,6
2014-08-14,5
2014-08-15,8
2014-08-16,2
2014-08-17,2
2014-08-18,6
2014-08-19,8
2014-08-20,5
2014-08-21,7
2014-08-22,8
2014-08-23,3
2014-08-24,1
2014-08-25,7
2014-08-26,8
2014-08-27,6
2014-08-28,5
2014-08-29,4
2014-08-30,2
2014-08-31,2
2014-09-01,0
2014-09-02,7
2014-09-03,5
2014-09-04,8
2014-09-05,6
2014-09-06,2
2014-09-07,3
2014-09-08,8
2014-09-09,9
2014-09-10,3
2014-09-11,5
2014-09-12,5
2014-09-13,1
2014-09-14,1
2014-09-15,9
2014-09-16,8
2014-09-17,6
2014-09-18,6
2014-09-19,6
2014-09-20,1
2014-09-21,1
2014-09-22,7
2014-09-23,8
2014-09-24,8
2014-09-25,6
2014-09-26,5
2014-09-27,1
2014-09-28,1
2014-09-29,5
2014-09-30,6
2014-10-01,5
2014-10-02,9
2014-10-03,10
2014-10-04,2
2014-10-05,2
2014-10-06,5
2014-10-07,5
2014-10-08,4
2014-10-09,6
2014-10-10,6
2014-10-11,3
2014-10-12,2
2014-10-13,5
2014-10-14,9
2014-10-15,66
2014-10-16,100
2014-10-17,43
2014-10-18,12
2014-10-19,5
2014-10-20,17
2014-10-21,16
2014-10-22,17
2014-10-23,15
2014-10-24,16
2014-10-25,5
2014-10-26,3
2014-10-27,12
2014-10-28,11
2014-10-29,12
2014-10-30,11
2014-10-31,12
2014-11-01,2
2014-11-02,3
2014-11-03,8
2014-11-04,9
2014-11-05,8
2014-11-06,9
2014-11-07,6
2014-11-08,2
2014-11-09,1
2014-11-10,6
2014-11-11,7
2014-11-12,7
2014-11-13,10
2014-11-14,9
2014-11-15,3
2014-11-16,2
2014-11-17,8
2014-11-18,6
2014-11-19,10
2014-11-20,11
2014-11-21,11
2014-11-22,4
2014-11-23,2
2014-11-24,7
2014-11-25,8
2014-11-26,6
2014-11-27,1
2014-11-28,5
2014-11-29,2
2014-11-30,1
2014-12-01,6
