date,NFLX
2016-05-04,14
2016-05-05,15
2016-05-06,12
2016-05-07,4
2016-05-08,3
2016-05-09,14
2016-05-10,11
2016-05-11,13
2016-05-12,17
2016-05-13,19
2016-05-14,4
2016-05-15,3
2016-05-16,15
2016-05-17,11
2016-05-18,11
2016-05-19,12
2016-05-20,13
2016-05-21,4
2016-05-22,3
2016-05-23,17
2016-05-24,21
2016-05-25,21
2016-05-26,22
2016-05-27,21
2016-05-28,4
2016-05-29,3
2016-05-30,3
2016-05-31,15
2016-06-01,17
2016-06-02,10
2016-06-03,11
2016-06-04,3
2016-06-05,3
2016-06-06,15
2016-06-07,13
2016-06-08,14
2016-06-09,12
2016-06-10,14
2016-06-11,3
2016-06-12,2
2016-06-13,14
2016-06-14,14
2016-06-15,13
2016-06-16,12
2016-06-17,12
2016-06-18,3
2016-06-19,2
2016-06-20,14
2016-06-21,15
2016-06-22,16
2016-06-23,15
2016-06-24,21
2016-06-25,4
2016-06-26,2
2016-06-27,15
2016-06-28,17
2016-06-29,21
2016-06-30,19
2016-07-01,21
2016-07-02,6
2016-07-03,4
2016-07-04,4
2016-07-05,22
2016-07-06,19
2016-07-07,15
2016-07-08,15
2016-07-09,3
2016-07-10,2
2016-07-11,18
2016-07-12,16
2016-07-13,14
2016-07-14,15
2016-07-15,17
2016-07-16,5
2016-07-17,5
2016-07-18,71
2016-07-19,100
2016-07-20,48
2016-07-21,28
2016-07-22,24
2016-07-23,5
2016-07-24,4
2016-07-25,21
2016-07-26,28
2016-07-27,23
2016-07-28,17
2016-07-29,16
2016-07-30,5
2016-07-31,3
2016-08-01,16
2016-08-02,15
2016-08-03,14
2016-08-04,12
2016-08-05,23
2016-08-06,6
2016-08-07,4
2016-08-08,16
2016-08-09,14
2016-08-10,14
2016-08-11,12
2016-08-12,12
2016-08-13,3
2016-08-14,2
2016-08-15,14
2016-08-16,11
2016-08-17,10
2016-08-18,11
2016-08-19,11
2016-08-20,4
2016-08-21,2
2016-08-22,8
2016-08-23,10
2016-08-24,10
2016-08-25,14
2016-08-26,10
2016-08-27,2
2016-08-28,2
2016-08-29,9
2016-08-30,8
2016-08-31,8
2016-09-01,7
2016-09-02,8
2016-09-03,2
2016-09-04,1
2016-09-05,2
2016-09-06,9
2016-09-07,9
2016-09-08,10
2016-09-09,9
2016-09-10,3
2016-09-11,2
2016-09-12,8
2016-09-13,13
2016-09-14,9
2016-09-15,9
2016-09-16,9
2016-09-17,4
2016-09-18,4
2016-09-19,9
2016-09-20,11
2016-09-21,15
2016-09-22,9
2016-09-23,8
2016-09-24,3
2016-09-25,2
2016-09-26,8
2016-09-27,9
2016-09-28,10
2016-09-29,9
2016-09-30,11
2016-10-01,3
2016-10-02,2
2016-10-03,21
2016-10-04,19
2016-10-05,23
2016-10-06,18
2016-10-07,16
2016-10-08,6
2016-10-09,3
2016-10-10,11
2016-10-11,12
2016-10-12,12
2016-10-13,13
2016-10-14,12
2016-10-15,4
2016-10-16,4
2016-10-17,66
2016-10-18,90
2016-10-19,39
2016-10-20,23
2016-10-21,24
2016-10-22,9
2016-10-23,5
2016-10-24,20
2016-10-25,20
2016-10-26,16
2016-10-27,16
2016-10-28,17
2016-10-29,4
2016-10-30,4
2016-10-31,13
2016-11-01,12
2016-11-02,12
2016-11-03,12
2016-11-04,11
2016-11-05,3
2016-11-06,2
2016-11-07,10
2016-11-08,10
2016-11-09,15
2016-11-10,14
2016-11-11,13
2016-11-12,3
2016-11-13,2
2016-11-14,14
2016-11-15,16
2016-11-16,13
2016-11-17,11
2016-11-18,10
2016-11-19,4
2016-11-20,2
2016-11-21,10
2016-11-22,13
2016-11-23,10
2016-11-24,3
2016-11-25,5
2016-11-26,2
2016-11-27,2
2016-11-28,7
2016-11-29,8
2016-11-30,12
2016-12-01,11
2016-12-02,10
2016-12-03,3
2016-12-04,3
2016-12-05,7
2016-12-06,12
2016-12-07,11
2016-12-08,12
2016-12-09,9
2016-12-10,2
2016-12-11,2
2016-12-12,8
2016-12-13,9
2016-12-14,8
2016-12-15,12
2016-12-16,9
2016-12-17,2
2016-12-18,1
2016-12-19,6
2016-12-20,9
2016-12-21,11
2016-12-22,7
2016-12-23,6
2016-12-24,3
2016-12-25,1
2016-12-26,3
2016-12-27,8
2016-12-28,9
2016-12-29,7
2016-12-30,6
2016-12-31,3
2017-01-01,2
2017-01-02,4
2017-01-03,6
2017-01-04,9
2017-01-05,12
2017-01-06,16
2017-01-07,6
2017-01-08,2
2017-01-09,10
2017-01-10,9
2017-01-11,9
2017-01-12,10
2017-01-13,12
2017-01-14,5
2017-01-15,5
2017-01-16,8
2017-01-17,21
2017-01-18,54
2017-01-19,67
