date,NFLX
2014-07-24,10
2014-07-25,6
2014-07-26,3
2014-07-27,3
2014-07-28,8
2014-07-29,8
2014-07-30,8
2014-07-31,9
2014-08-01,12
2014-08-02,2
2014-08-03,2
2014-08-04,6
2014-08-05,8
2014-08-06,6
2014-08-07,9
2014-08-08,10
2014-08-09,2
2014-08-10,2
2014-08-11,8
2014-08-12,7
2014-08-13,7
2014-08-14,9
2014-08-15,5
2014-08-16,2
2014-08-17,3
2014-08-18,6
2014-08-19,8
2014-08-20,8
2014-08-21,10
2014-08-22,8
2014-08-23,2
2014-08-24,2
2014-08-25,9
2014-08-26,7
2014-08-27,7
2014-08-28,7
2014-08-29,5
2014-08-30,3
2014-08-31,2
2014-09-01,1
2014-09-02,5
2014-09-03,6
2014-09-04,8
2014-09-05,6
2014-09-06,2
2014-09-07,1
2014-09-08,6
2014-09-09,10
2014-09-10,5
2014-09-11,6
2014-09-12,6
2014-09-13,1
2014-09-14,2
2014-09-15,10
2014-09-16,12
2014-09-17,6
2014-09-18,6
2014-09-19,6
2014-09-20,2
2014-09-21,1
2014-09-22,7
2014-09-23,6
2014-09-24,6
2014-09-25,6
2014-09-26,2
2014-09-27,1
2014-09-28,1
2014-09-29,3
2014-09-30,6
2014-10-01,6
2014-10-02,8
2014-10-03,6
2014-10-04,3
2014-10-05,1
2014-10-06,7
2014-10-07,9
2014-10-08,4
2014-10-09,6
2014-10-10,5
2014-10-11,2
2014-10-12,1
2014-10-13,6
2014-10-14,8
2014-10-15,63
2014-10-16,100
2014-10-17,48
2014-10-18,12
2014-10-19,5
2014-10-20,18
2014-10-21,15
2014-10-22,13
2014-10-23,16
2014-10-24,11
2014-10-25,4
2014-10-26,2
2014-10-27,11
2014-10-28,12
2014-10-29,11
2014-10-30,11
2014-10-31,15
2014-11-01,2
2014-11-02,3
2014-11-03,8
2014-11-04,11
2014-11-05,10
2014-11-06,9
2014-11-07,7
2014-11-08,2
2014-11-09,2
2014-11-10,10
2014-11-11,8
2014-11-12,7
2014-11-13,8
2014-11-14,7
2014-11-15,3
2014-11-16,2
2014-11-17,6
2014-11-18,8
2014-11-19,9
2014-11-20,9
2014-11-21,10
2014-11-22,2
2014-11-23,2
2014-11-24,7
2014-11-25,9
2014-11-26,6
2014-11-27,3
2014-11-28,6
2014-11-29,2
2014-11-30,1
2014-12-01,6
2014-12-02,9
2014-12-03,10
2014-12-04,7
2014-12-05,6
2014-12-06,2
2014-12-07,1
2014-12-08,6
2014-12-09,5
2014-12-10,5
2014-12-11,5
2014-12-12,5
2014-12-13,1
2014-12-14,2
2014-12-15,4
2014-12-16,7
2014-12-17,8
2014-12-18,7
2014-12-19,4
2014-12-20,3
2014-12-21,1
2014-12-22,4
2014-12-23,4
2014-12-24,5
2014-12-25,1
2014-12-26,4
2014-12-27,2
2014-12-28,2
2014-12-29,6
2014-12-30,5
2014-12-31,5
2015-01-01,2
2015-01-02,4
2015-01-03,3
2015-01-04,2
2015-01-05,9
2015-01-06,7
2015-01-07,6
2015-01-08,7
2015-01-09,6
2015-01-10,1
2015-01-11,1
2015-01-12,7
2015-01-13,7
2015-01-14,8
2015-01-15,3
2015-01-16,7
2015-01-17,3
2015-01-18,1
2015-01-19,3
2015-01-20,30
2015-01-21,53
2015-01-22,24
2015-01-23,16
2015-01-24,7
2015-01-25,3
2015-01-26,9
2015-01-27,11
2015-01-28,15
2015-01-29,12
2015-01-30,8
2015-01-31,3
2015-02-01,1
2015-02-02,8
2015-02-03,10
2015-02-04,8
2015-02-05,8
2015-02-06,6
2015-02-07,2
2015-02-08,2
2015-02-09,7
2015-02-10,6
2015-02-11,5
2015-02-12,7
2015-02-13,7
2015-02-14,2
2015-02-15,1
2015-02-16,2
2015-02-17,7
2015-02-18,6
2015-02-19,7
2015-02-20,6
2015-02-21,4
2015-02-22,3
2015-02-23,5
2015-02-24,6
2015-02-25,5
2015-02-26,11
2015-02-27,7
2015-02-28,3
2015-03-01,1
2015-03-02,6
2015-03-03,5
2015-03-04,5
2015-03-05,5
2015-03-06,7
2015-03-07,1
2015-03-08,1
2015-03-09,7
2015-03-10,5
2015-03-11,9
2015-03-12,5
2015-03-13,6
2015-03-14,1
2015-03-15,1
2015-03-16,7
2015-03-17,9
2015-03-18,6
2015-03-19,5
2015-03-20,6
2015-03-21,1
2015-03-22,1
2015-03-23,4
2015-03-24,7
2015-03-25,5
2015-03-26,5
2015-03-27,5
2015-03-28,1
2015-03-29,1
2015-03-30,6
2015-03-31,5
2015-04-01,4
2015-04-02,4
2015-04-03,2
2015-04-04,2
2015-04-05,1
2015-04-06,6
2015-04-07,6
2015-04-08,6
2015-04-09,6
2015-04-10,9
