date,NFLX
2016-09-11,2
2016-09-12,10
2016-09-13,12
2016-09-14,11
2016-09-15,10
2016-09-16,13
2016-09-17,4
2016-09-18,3
2016-09-19,10
2016-09-20,12
2016-09-21,18
2016-09-22,13
2016-09-23,10
2016-09-24,3
2016-09-25,1
2016-09-26,8
2016-09-27,11
2016-09-28,10
2016-09-29,10
2016-09-30,9
2016-10-01,3
2016-10-02,3
2016-10-03,21
2016-10-04,22
2016-10-05,21
2016-10-06,17
2016-10-07,16
2016-10-08,3
2016-10-09,3
2016-10-10,13
2016-10-11,15
2016-10-12,13
2016-10-13,13
2016-10-14,13
2016-10-15,4
2016-10-16,4
2016-10-17,71
2016-10-18,100
2016-10-19,40
2016-10-20,27
2016-10-21,24
2016-10-22,9
2016-10-23,5
2016-10-24,22
2016-10-25,19
2016-10-26,17
2016-10-27,17
2016-10-28,17
2016-10-29,4
2016-10-30,3
2016-10-31,14
2016-11-01,13
2016-11-02,13
2016-11-03,12
2016-11-04,10
2016-11-05,5
2016-11-06,3
2016-11-07,13
2016-11-08,12
2016-11-09,15
2016-11-10,18
2016-11-11,14
2016-11-12,3
2016-11-13,2
2016-11-14,15
2016-11-15,18
2016-11-16,14
2016-11-17,13
2016-11-18,12
2016-11-19,3
2016-11-20,1
2016-11-21,9
2016-11-22,14
2016-11-23,11
2016-11-24,3
2016-11-25,6
2016-11-26,2
2016-11-27,2
2016-11-28,7
2016-11-29,9
2016-11-30,13
2016-12-01,11
2016-12-02,11
2016-12-03,3
2016-12-04,2
2016-12-05,10
2016-12-06,14
2016-12-07,13
2016-12-08,11
2016-12-09,10
2016-12-10,2
2016-12-11,2
2016-12-12,9
2016-12-13,11
2016-12-14,9
2016-12-15,13
2016-12-16,10
2016-12-17,3
2016-12-18,2
2016-12-19,8
2016-12-20,8
2016-12-21,11
2016-12-22,9
2016-12-23,8
2016-12-24,4
2016-12-25,2
2016-12-26,3
2016-12-27,9
2016-12-28,9
2016-12-29,9
2016-12-30,8
2016-12-31,3
2017-01-01,2
2017-01-02,3
2017-01-03,9
2017-01-04,9
2017-01-05,11
2017-01-06,16
2017-01-07,5
2017-01-08,2
2017-01-09,11
2017-01-10,9
2017-01-11,11
2017-01-12,10
2017-01-13,13
2017-01-14,5
2017-01-15,4
2017-01-16,9
2017-01-17,24
2017-01-18,57
2017-01-19,71
2017-01-20,25
2017-01-21,7
2017-01-22,4
2017-01-23,15
2017-01-24,16
2017-01-25,15
2017-01-26,14
2017-01-27,13
2017-01-28,4
2017-01-29,3
2017-01-30,9
2017-01-31,11
2017-02-01,11
2017-02-02,12
2017-02-03,13
2017-02-04,4
2017-02-05,2
2017-02-06,10
2017-02-07,12
2017-02-08,14
2017-02-09,16
2017-02-10,13
2017-02-11,4
2017-02-12,3
2017-02-13,11
2017-02-14,13
2017-02-15,17
2017-02-16,12
2017-02-17,9
2017-02-18,3
2017-02-19,2
2017-02-20,4
2017-02-21,12
2017-02-22,10
2017-02-23,10
2017-02-24,10
2017-02-25,3
2017-02-26,2
2017-02-27,11
2017-02-28,10
2017-03-01,9
2017-03-02,10
2017-03-03,10
2017-03-04,3
2017-03-05,2
2017-03-06,11
2017-03-07,9
2017-03-08,7
2017-03-09,8
2017-03-10,10
2017-03-11,2
2017-03-12,2
2017-03-13,9
2017-03-14,8
2017-03-15,8
2017-03-16,9
2017-03-17,9
2017-03-18,2
2017-03-19,2
2017-03-20,8
2017-03-21,10
2017-03-22,9
2017-03-23,9
2017-03-24,8
2017-03-25,2
2017-03-26,2
2017-03-27,8
2017-03-28,9
2017-03-29,9
2017-03-30,10
2017-03-31,10
2017-04-01,3
