date,NFLX
2015-12-26,3
2015-12-27,5
2015-12-28,14
2015-12-29,16
2015-12-30,14
2015-12-31,12
2016-01-01,5
2016-01-02,4
2016-01-03,3
2016-01-04,23
2016-01-05,20
2016-01-06,39
2016-01-07,50
2016-01-08,28
2016-01-09,6
2016-01-10,5
2016-01-11,19
2016-01-12,18
2016-01-13,28
2016-01-14,27
2016-01-15,28
2016-01-16,6
2016-01-17,5
2016-01-18,9
2016-01-19,60
2016-01-20,68
2016-01-21,33
2016-01-22,32
2016-01-23,5
2016-01-24,4
2016-01-25,18
2016-01-26,24
2016-01-27,24
2016-01-28,29
2016-01-29,27
2016-01-30,9
2016-01-31,4
2016-02-01,23
2016-02-02,22
2016-02-03,22
2016-02-04,20
2016-02-05,28
2016-02-06,11
2016-02-07,5
2016-02-08,25
2016-02-09,22
2016-02-10,23
2016-02-11,24
2016-02-12,20
2016-02-13,6
2016-02-14,3
2016-02-15,5
2016-02-16,16
2016-02-17,19
2016-02-18,17
2016-02-19,16
2016-02-20,6
2016-02-21,2
2016-02-22,16
2016-02-23,16
2016-02-24,13
2016-02-25,12
2016-02-26,15
2016-02-27,4
2016-02-28,2
2016-02-29,12
2016-03-01,18
2016-03-02,15
2016-03-03,15
2016-03-04,16
2016-03-05,6
2016-03-06,3
2016-03-07,17
2016-03-08,20
2016-03-09,13
2016-03-10,16
2016-03-11,14
2016-03-12,4
2016-03-13,3
2016-03-14,16
2016-03-15,12
2016-03-16,15
2016-03-17,16
2016-03-18,13
2016-03-19,4
2016-03-20,2
2016-03-21,15
2016-03-22,11
2016-03-23,11
2016-03-24,10
2016-03-25,6
2016-03-26,3
2016-03-27,2
2016-03-28,13
2016-03-29,14
2016-03-30,17
2016-03-31,12
2016-04-01,14
2016-04-02,4
2016-04-03,3
2016-04-04,13
2016-04-05,13
2016-04-06,14
2016-04-07,11
2016-04-08,13
2016-04-09,4
2016-04-10,3
2016-04-11,10
2016-04-12,14
2016-04-13,17
2016-04-14,17
2016-04-15,18
2016-04-16,4
2016-04-17,4
2016-04-18,66
2016-04-19,73
2016-04-20,39
2016-04-21,28
2016-04-22,20
2016-04-23,5
2016-04-24,3
2016-04-25,16
2016-04-26,20
2016-04-27,19
2016-04-28,19
2016-04-29,17
2016-04-30,4
2016-05-01,2
2016-05-02,17
2016-05-03,16
2016-05-04,15
2016-05-05,15
2016-05-06,13
2016-05-07,4
2016-05-08,3
2016-05-09,14
2016-05-10,14
2016-05-11,11
2016-05-12,16
2016-05-13,15
2016-05-14,5
2016-05-15,2
2016-05-16,15
2016-05-17,11
2016-05-18,12
2016-05-19,10
2016-05-20,13
2016-05-21,2
2016-05-22,3
2016-05-23,18
2016-05-24,20
2016-05-25,22
2016-05-26,25
2016-05-27,19
2016-05-28,4
2016-05-29,3
2016-05-30,3
2016-05-31,16
2016-06-01,15
2016-06-02,12
2016-06-03,14
2016-06-04,2
2016-06-05,3
2016-06-06,13
2016-06-07,12
2016-06-08,13
2016-06-09,12
2016-06-10,14
2016-06-11,3
2016-06-12,3
2016-06-13,13
2016-06-14,13
2016-06-15,13
2016-06-16,10
2016-06-17,10
2016-06-18,3
2016-06-19,3
2016-06-20,11
2016-06-21,13
2016-06-22,13
2016-06-23,13
2016-06-24,20
2016-06-25,5
2016-06-26,3
2016-06-27,14
2016-06-28,17
2016-06-29,16
2016-06-30,18
2016-07-01,24
2016-07-02,5
2016-07-03,3
2016-07-04,3
2016-07-05,24
2016-07-06,21
2016-07-07,16
2016-07-08,16
2016-07-09,4
2016-07-10,4
2016-07-11,16
2016-07-12,17
2016-07-13,16
2016-07-14,15
2016-07-15,16
2016-07-16,5
2016-07-17,4
2016-07-18,78
2016-07-19,100
2016-07-20,52
2016-07-21,32
2016-07-22,24
2016-07-23,8
2016-07-24,5
2016-07-25,21
2016-07-26,28
2016-07-27,23
2016-07-28,17
2016-07-29,15
2016-07-30,4
2016-07-31,3
2016-08-01,15
2016-08-02,14
2016-08-03,15
2016-08-04,14
2016-08-05,22
2016-08-06,7
2016-08-07,3
2016-08-08,15
2016-08-09,15
2016-08-10,14
2016-08-11,14
2016-08-12,13
2016-08-13,2
2016-08-14,3
2016-08-15,14
2016-08-16,13
2016-08-17,11
2016-08-18,11
2016-08-19,11
2016-08-20,4
2016-08-21,2
2016-08-22,10
2016-08-23,9
2016-08-24,11
2016-08-25,13
2016-08-26,10
2016-08-27,3
2016-08-28,3
2016-08-29,11
2016-08-30,12
2016-08-31,8
2016-09-01,9
2016-09-02,11
2016-09-03,3
2016-09-04,1
2016-09-05,2
2016-09-06,12
2016-09-07,13
2016-09-08,12
2016-09-09,10
2016-09-10,3
2016-09-11,3
