date,NFLX
2012-01-26,100
2012-01-27,56
2012-01-28,22
2012-01-29,12
2012-01-30,34
2012-01-31,36
2012-02-01,30
2012-02-02,26
2012-02-03,37
2012-02-04,9
2012-02-05,8
2012-02-06,25
2012-02-07,29
2012-02-08,28
2012-02-09,26
2012-02-10,20
2012-02-11,8
2012-02-12,5
2012-02-13,25
2012-02-14,23
2012-02-15,20
2012-02-16,21
2012-02-17,17
2012-02-18,6
2012-02-19,2
2012-02-20,9
2012-02-21,29
2012-02-22,31
2012-02-23,25
2012-02-24,15
2012-02-25,10
2012-02-26,5
2012-02-27,22
2012-02-28,26
2012-02-29,21
2012-03-01,17
2012-03-02,15
2012-03-03,7
2012-03-04,7
2012-03-05,16
2012-03-06,15
2012-03-07,22
2012-03-08,21
2012-03-09,19
2012-03-10,6
2012-03-11,5
2012-03-12,10
2012-03-13,15
2012-03-14,17
2012-03-15,17
2012-03-16,21
2012-03-17,3
2012-03-18,5
2012-03-19,11
2012-03-20,16
2012-03-21,19
2012-03-22,23
2012-03-23,19
2012-03-24,6
2012-03-25,3
2012-03-26,14
2012-03-27,14
2012-03-28,14
2012-03-29,12
2012-03-30,13
2012-03-31,5
2012-04-01,5
2012-04-02,11
2012-04-03,14
2012-04-04,17
2012-04-05,12
2012-04-06,9
2012-04-07,3
2012-04-08,4
2012-04-09,15
2012-04-10,13
2012-04-11,16
2012-04-12,15
2012-04-13,11
2012-04-14,6
2012-04-15,5
2012-04-16,11
2012-04-17,14
2012-04-18,14
2012-04-19,12
2012-04-20,14
2012-04-21,5
2012-04-22,6
2012-04-23,55
2012-04-24,79
2012-04-25,33
2012-04-26,22
2012-04-27,20
2012-04-28,7
2012-04-29,5
2012-04-30,11
2012-05-01,22
2012-05-02,14
2012-05-03,24
2012-05-04,22
2012-05-05,3
2012-05-06,7
2012-05-07,18
2012-05-08,14
2012-05-09,12
2012-05-10,11
2012-05-11,19
2012-05-12,4
2012-05-13,2
2012-05-14,15
2012-05-15,12
2012-05-16,13
2012-05-17,12
2012-05-18,11
2012-05-19,3
2012-05-20,4
2012-05-21,13
2012-05-22,15
2012-05-23,15
2012-05-24,13
2012-05-25,12
2012-05-26,3
2012-05-27,2
2012-05-28,2
2012-05-29,11
2012-05-30,11
2012-05-31,12
2012-06-01,15
2012-06-02,7
2012-06-03,5
2012-06-04,16
2012-06-05,12
2012-06-06,11
2012-06-07,9
2012-06-08,12
2012-06-09,3
2012-06-10,0
2012-06-11,9
2012-06-12,10
2012-06-13,8
2012-06-14,8
2012-06-15,8
2012-06-16,5
2012-06-17,4
2012-06-18,11
2012-06-19,11
2012-06-20,7
2012-06-21,10
2012-06-22,6
2012-06-23,3
2012-06-24,3
2012-06-25,8
2012-06-26,7
2012-06-27,7
2012-06-28,7
2012-06-29,8
2012-06-30,5
2012-07-01,3
2012-07-02,7
2012-07-03,9
2012-07-04,6
2012-07-05,23
2012-07-06,27
2012-07-07,4
2012-07-08,4
2012-07-09,13
2012-07-10,10
2012-07-11,11
2012-07-12,15
2012-07-13,15
2012-07-14,2
2012-07-15,4
2012-07-16,11
2012-07-17,11
2012-07-18,8
2012-07-19,9
2012-07-20,9
2012-07-21,4
2012-07-22,5
2012-07-23,11
2012-07-24,42
2012-07-25,58
2012-07-26,33
2012-07-27,24
2012-07-28,8
2012-07-29,4
2012-07-30,12
2012-07-31,12
2012-08-01,15
2012-08-02,10
2012-08-03,13
2012-08-04,4
2012-08-05,4
2012-08-06,13
2012-08-07,12
2012-08-08,11
2012-08-09,8
2012-08-10,12
2012-08-11,4
2012-08-12,6
2012-08-13,9
2012-08-14,14
2012-08-15,14
2012-08-16,15
2012-08-17,14
2012-08-18,5
2012-08-19,2
2012-08-20,14
2012-08-21,12
2012-08-22,13
2012-08-23,13
2012-08-24,9
2012-08-25,4
2012-08-26,1
2012-08-27,8
2012-08-28,7
2012-08-29,4
2012-08-30,5
2012-08-31,12
2012-09-01,2
2012-09-02,3
2012-09-03,2
2012-09-04,20
2012-09-05,15
2012-09-06,11
2012-09-07,11
2012-09-08,4
2012-09-09,5
2012-09-10,8
2012-09-11,9
2012-09-12,11
2012-09-13,9
2012-09-14,13
2012-09-15,4
2012-09-16,4
2012-09-17,9
2012-09-18,9
2012-09-19,8
2012-09-20,7
2012-09-21,11
2012-09-22,3
2012-09-23,3
2012-09-24,8
2012-09-25,8
2012-09-26,7
2012-09-27,8
2012-09-28,7
2012-09-29,3
2012-09-30,3
2012-10-01,9
2012-10-02,9
2012-10-03,16
2012-10-04,19
2012-10-05,15
2012-10-06,4
2012-10-07,4
2012-10-08,25
2012-10-09,28
2012-10-10,20
2012-10-11,13
2012-10-12,17
